Target_genes	TCF7L2|Average	SRX094470|293	SRX097074|CD34_Hematopoietic_stem_cells	SRX097075|CD34_Hematopoietic_stem_cells	SRX094469|HCT_116	SRX5486437|HCT_116	SRX5486438|HCT_116	SRX5486439|HCT_116	SRX748421|HCT_116	SRX748422|HCT_116	SRX748423|HCT_116	SRX748424|HCT_116	SRX748427|HCT_116	SRX748428|HCT_116	SRX748429|HCT_116	SRX748430|HCT_116	SRX100941|HeLa	SRX150704|HeLa	SRX094468|Hep_G2	SRX097091|K-562	SRX101163|K-562	SRX367192|LNCAP	SRX100943|MCF-7	SRX250094|MDA-MB-453	SRX250095|MDA-MB-453	SRX100942|PANC-1	SRX097098|U-937	STRING
ADAM22	22.500000	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0
ZNF577	22.461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	448	0	0	0
WDR3	22.461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	103	311	0	0	0
TRMT44	22.461538	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	320	0	0	0
TOX4	22.461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	439	0	0	0
TMEM237	22.461538	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	225	0	0	0
SMARCE1	22.461538	0	0	71	120	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	95	0	79	0
RAB2B	22.461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	439	0	0	0
JOSD1	22.461538	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	166	0	0	0
GDAP2	22.461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	103	311	0	0	0
C3orf80	22.461538	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0
ACOX3	22.461538	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	320	0	0	0
TTC3	22.423077	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	195	0	0	0
SNTA1	22.423077	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0
PIGP	22.423077	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	195	0	0	0
WDR45B	22.384615	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0
SNRNP35	22.384615	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	270	0	0	0
MTPN	22.384615	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	356	0	0	0
LUZP6	22.384615	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	356	0	0	0
GPR176	22.384615	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0
TMEM184C	22.346154	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	339	0	0	0
RAD21	22.346154	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	0	0	0
MRPS36	22.346154	0	0	77	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	307	0	0	0
MICU1	22.346154	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	194	0	0	0
HCST	22.346154	0	256	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FCHO2	22.346154	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	213	0	0	0
ADORA1	22.346154	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	258	0	0	0
TMEM167B	22.307692	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	201	0	0	0
RPL19	22.307692	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	0	0	0	0	0	0	77	0	0
OGFOD1	22.307692	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	377	0	0	0
NUDT21	22.307692	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	377	0	0	0
INAFM2	22.307692	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0
EEF1G	22.307692	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	314	0	0	0
CD93	22.307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0
ALG1L	22.307692	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0
TTC30A	22.269231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	342	119	0	0
TBCK	22.269231	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	339	0	0	0
TAF1A	22.269231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	488	0	0	0
MOB3A	22.269231	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0
IZUMO4	22.269231	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0
GPR89A	22.269231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	69	292	0	0	0
FZD10	22.269231	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0
FITM2	22.269231	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	373	0	0	0
AIMP1	22.269231	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	339	0	0	0
ACSL1	22.269231	0	119	159	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
TMPO	22.230769	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	287	0	0	0
RRM2B	22.230769	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	337	0	0	0
OIP5	22.230769	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	269	0	0	0
NUSAP1	22.230769	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	269	0	0	0
NDUFB10	22.230769	0	0	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0
KAT8	22.230769	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	378	0	0	0
HPF1	22.230769	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	410	0	0	0
ZFAND2B	22.192308	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	0
SPAG1	22.192308	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	274	0	0	0
POMK	22.192308	0	0	190	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0
PGGT1B	22.192308	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	257	0	0	0
OSER1	22.192308	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	321	0	0	0
DSP	22.192308	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	89	0	0	0
CIAO3	22.192308	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0
ARPC2	22.192308	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0
SPART	22.153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	103	200	0	0	0
NTAN1	22.153846	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	369	0	0	0
CLTA	22.153846	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	296	94	0	0
C3orf33	22.153846	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	201	0	0	0
TFF1	22.115385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575	0	0	0	0	0
SAFB2	22.115385	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0
SAFB	22.115385	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	456	0	0	0
GTF3C5	22.115385	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	235	0	0	0
TSEN2	22.076923	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	96	189	0	0	0
SERTAD4	22.076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	355	0	0	0
RABGAP1	22.076923	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	206	0	0	0
MTFR2	22.076923	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	306	0	0	0
FBXO27	22.076923	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0	0
BUB1	22.076923	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0
TRPC4AP	22.038462	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	333	0	0	0
TBRG1	22.038462	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	320	0	0	0
RDX	22.038462	0	0	0	297	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
RANGAP1	22.038462	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0
PCTP	22.038462	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	236	0	0	0
NAA80	22.038462	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0
MYG1	22.038462	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	337	0	0	0
HYAL3	22.038462	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	0	0	0
ZNF572	22.000000	0	0	0	205	122	98	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TBC1D1	22.000000	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0
PPFIBP1	22.000000	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	188	0	0	0
PCF11	22.000000	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	216	94	0	0
KDM5B	22.000000	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	163	0	0	0
IFT88	22.000000	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0
ALG1	22.000000	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	353	0	0	0
RASA1	21.961538	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	194	0	0	0
RAB30	21.961538	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	229	0	0	0
PPAN-P2RY11	21.961538	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0
PPAN	21.961538	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0
MIGA2	21.961538	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	303	0	0	0
FNDC3B	21.961538	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	262	0	0	0
CERS6	21.961538	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	341	0	0	0
LCORL	21.923077	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	221	0	0	0
ISL2	21.923077	0	97	171	189	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0
FSTL1	21.923077	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0
ACTR8	21.923077	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0
VPS18	21.884615	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0
SYNC	21.884615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0
NT5C3A	21.884615	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	202	0	0	0
TOP2A	21.846154	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	127	146	0	0
SOWAHB	21.846154	0	0	0	189	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0
NSUN5	21.846154	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	0
HDAC4	21.846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	368	93	0	0
FAM160A1	21.846154	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0
ERRFI1	21.846154	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	295	0	0	0
ENDOG	21.846154	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	130	0	0	0
VGLL2	21.807692	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0	0
RYK	21.807692	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	289	0	0	0
PARVA	21.807692	0	0	0	335	107	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0
MYO1E	21.807692	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	211	0	0	0
GRAMD2B	21.807692	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	376	0	0	0
CSNK2A2	21.807692	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0
ZNF282	21.769231	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	302	0	0	0
TAX1BP1	21.769231	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	288	0	0	0
SIK2	21.769231	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	107	0	0
REXO1	21.769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0
PRR5L	21.769231	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	0	0
PRMT1	21.769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	0	0	0	117	0	117	0	0	0
NDUFAF3	21.769231	0	0	204	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0
MCM6	21.769231	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	116	0	0
LSM2	21.769231	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0
KATNIP	21.769231	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	256	0	0	0
GTF3C1	21.769231	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	256	0	0	0
F8A3	21.769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0
F8A2	21.769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0
F8A1	21.769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0
F8	21.769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0
EPN1	21.769231	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0
EIF2B2	21.769231	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	0
CTSS	21.769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	477	0	0	0	0	0	0	0	0	0	0
CDC37L1	21.769231	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	204	0	0	0
ANKEF1	21.769231	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	0
ZNF74	21.730769	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0
YJU2	21.730769	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	237	0	0	0
YAE1	21.730769	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0
TUT7	21.730769	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	140	0	0	0
RALYL	21.730769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	361	0	0	0
MXD3	21.730769	0	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	142	0	0	0
MECOM	21.730769	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	224	0	0	0
MAGED1	21.730769	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0
VPS28	21.692308	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	288	0	0	0
UNC13B	21.692308	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	347	0	0	0
TRAF5	21.692308	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0
SYNJ2BP-COX16	21.692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	452	0	0	0
SYNJ2BP	21.692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	452	0	0	0
SLC27A2	21.692308	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	83	246	0	0	0
PDSS1	21.692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	369	0	0	0
NOTCH1	21.692308	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0
LYRM2	21.692308	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	0
BPNT1	21.692308	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	273	0	0	0
STUM	21.653846	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0
STC2	21.653846	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	188	0	0	0
SFR1	21.653846	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0
POLR3G	21.653846	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	74	247	0	0	0
NHSL1	21.653846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	261	0	0	0
CSRP2	21.653846	98	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0
ZNF569	21.615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	339	0	0
PPP2R5A	21.615385	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	83	251	0	0	0
NDUFS1	21.615385	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0
MEMO1	21.615385	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	0
EEF1B2	21.615385	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0
C1orf174	21.615385	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	269	0	0	0
C1orf159	21.615385	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	0
THG1L	21.576923	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	367	0	0	0
PCID2	21.576923	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	0	0	0
MAP7	21.576923	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	359	0	0	0
MAN1B1	21.576923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	478	0	0	0
LATS1	21.576923	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0
HGSNAT	21.576923	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	0
CAMLG	21.576923	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0
ZNF783	21.538462	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0
XPO4	21.538462	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0
PYCR2	21.538462	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	331	0	0	0
LRRTM3	21.538462	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	116	0	0
GATAD2A	21.538462	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	189	0	0	0
EXOC1	21.538462	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459	0	0	0
ZXDC	21.500000	0	0	0	245	0	83	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0
ZFAND1	21.500000	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	81	304	0	0	0
SMPDL3A	21.500000	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	75	177	0	0	0
SLC39A6	21.500000	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	201	0	0	0
PXDC1	21.500000	0	0	0	176	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0
MXD1	21.500000	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	105	219	0	0	0
ZNF79	21.461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	476	0	0	0
UBIAD1	21.461538	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0	0	0
ST3GAL5	21.461538	0	131	185	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0
OCIAD2	21.461538	0	154	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CBX1	21.461538	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	178	0	0	0
B3GLCT	21.461538	0	101	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	177	0	0	0
AUNIP	21.461538	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	248	105	0	0
UQCC3	21.423077	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	172	0	0	0
RPL6	21.423077	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	256	0	0	0
PTBP1	21.423077	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	176	0	0	0
NRF1	21.423077	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	139	0	0	0
NOL3	21.423077	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	159	0	0	0
NDUFA5	21.423077	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	333	0	0	0
LBHD1	21.423077	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	172	0	0	0
G6PC3	21.423077	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0
ATP8A1	21.423077	0	82	0	195	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0
ASCC2	21.423077	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	341	0	0	0
ZSCAN21	21.384615	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	230	0	0	0
ZNF778	21.384615	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0
ZNF575	21.384615	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	124	0	0
STK16	21.384615	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0
SF3B1	21.384615	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0
SETX	21.384615	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	259	0	0	0
RALGPS2	21.384615	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	168	0	0	0
