Target_genes	ATF3|Average	SRX190245|A549	SRX2207915|CS1AN	SRX2207916|CS1AN	SRX2207917|CS1AN	SRX2207918|CS1AN	SRX1759184|Dermal_fibroblast	SRX1759186|Dermal_fibroblast	SRX109484|GBM1-HAM	SRX100553|GM12878	SRX1384025|HCT_116	SRX1384026|HCT_116	SRX1384029|HCT_116	SRX190213|HCT_116	SRX100548|Hep_G2	SRX100557|hESC_H1	SRX100425|K-562	SRX150471|K-562	STRING
HECW2	37.000000	0	0	113	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0
GLIPR1L1	37.000000	193	0	0	0	0	0	0	0	0	181	0	0	255	0	0	0	0	0
DYNLT3	37.000000	0	0	0	0	0	0	0	102	0	232	0	0	156	0	0	139	0	0
COX10	37.000000	93	0	0	0	325	0	0	0	0	0	0	0	211	0	0	0	0	0
CHAF1B	37.000000	0	0	0	0	377	0	0	0	0	107	0	0	0	0	0	145	0	0
ZNF627	36.941176	0	0	90	0	269	0	0	0	0	113	0	0	156	0	0	0	0	0
TMEM126A	36.941176	0	0	0	0	349	0	0	0	0	0	0	0	100	0	0	179	0	0
MRNIP	36.941176	84	0	0	0	207	0	0	0	0	123	0	0	214	0	0	0	0	0
H3-3A	36.941176	0	0	84	0	340	0	0	0	0	0	0	0	204	0	0	0	0	0
GEMIN5	36.941176	0	0	0	0	326	0	0	0	0	0	0	0	302	0	0	0	0	0
RERE	36.882353	0	0	81	0	331	0	0	0	0	0	0	0	121	0	0	94	0	0
NTNG1	36.882353	0	0	214	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0
GBP5	36.882353	0	0	0	0	244	0	0	383	0	0	0	0	0	0	0	0	0	0
CUTC	36.882353	0	0	0	0	281	0	0	0	0	128	0	0	218	0	0	0	0	0
COX15	36.882353	0	0	0	0	281	0	0	0	0	128	0	0	218	0	0	0	0	0
COG6	36.882353	0	0	0	0	380	0	0	0	0	111	0	0	136	0	0	0	0	0
CFAP20DC	36.882353	0	0	0	0	290	0	0	0	0	193	0	0	144	0	0	0	0	0
ALG8	36.882353	140	0	0	0	295	0	0	0	0	0	0	0	103	0	0	89	0	0
ZBTB42	36.823529	0	0	0	0	100	0	0	0	0	269	0	0	0	0	0	257	0	0
TEPP	36.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626	0	0
RAB1B	36.823529	0	0	182	0	234	0	0	0	0	111	0	0	0	0	0	99	0	0
PTGFR	36.823529	0	0	96	0	530	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHO1	36.823529	0	0	98	0	324	0	0	0	0	97	0	0	0	0	0	107	0	0
MFSD8	36.823529	0	0	0	0	172	0	0	0	0	86	0	119	249	0	0	0	0	0
CAND1	36.823529	0	0	0	0	328	0	0	0	0	0	0	0	154	0	0	144	0	0
ABHD18	36.823529	0	0	0	0	172	0	0	0	0	86	0	119	249	0	0	0	0	0
ZNF692	36.764706	78	0	0	0	212	0	0	0	0	0	0	0	179	0	0	156	0	0
ZNF443	36.764706	0	0	0	0	335	0	0	0	0	187	0	103	0	0	0	0	0	0
UGP2	36.764706	0	0	149	0	303	0	0	0	0	0	0	0	173	0	0	0	0	0
THSD7A	36.764706	0	0	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC13A3	36.764706	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	392	0	0
LRBA	36.764706	0	0	0	0	376	0	0	0	0	164	0	0	85	0	0	0	0	0
GPR19	36.764706	119	0	0	0	251	0	0	0	0	146	0	0	109	0	0	0	0	0
RSRC1	36.705882	111	0	0	0	300	0	0	0	0	0	0	0	213	0	0	0	0	0
PHLDA1	36.705882	82	0	140	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0
NQO1	36.705882	144	0	0	0	274	0	0	0	0	99	0	0	107	0	0	0	0	0
ITM2B	36.705882	0	0	128	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPBP1	36.705882	151	0	0	0	168	0	0	0	0	0	0	0	116	0	0	189	0	0
DDHD2	36.705882	0	0	74	0	417	0	0	0	0	0	0	0	133	0	0	0	0	0
DBNDD1	36.705882	0	0	200	0	236	0	0	0	0	0	0	0	0	0	0	188	0	0
ATP6AP2	36.705882	0	0	0	0	0	0	0	0	0	164	0	144	0	0	0	316	0	0
ACBD3	36.705882	0	0	0	0	429	0	0	0	0	0	0	0	195	0	0	0	0	0
UBE2A	36.647059	0	0	80	0	0	0	0	0	0	216	0	0	207	0	0	120	0	0
SPG7	36.647059	0	0	0	0	350	0	0	0	0	175	0	0	0	0	0	98	0	0
SNRNP200	36.647059	0	0	0	0	281	0	0	0	0	0	0	0	236	0	0	106	0	0
SEPTIN1	36.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623	0	0
RPL26	36.647059	149	0	132	0	199	0	0	0	0	0	0	0	143	0	0	0	0	0
H6PD	36.647059	0	0	174	0	256	0	0	0	0	0	0	0	118	0	0	75	0	0
ADORA2B	36.647059	0	0	238	0	385	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTA2	36.647059	0	0	0	0	264	0	271	0	0	88	0	0	0	0	0	0	0	0
ACAT2	36.647059	0	0	0	0	218	0	0	0	0	0	0	0	76	0	0	329	0	0
WBP2NL	36.588235	0	0	0	0	144	0	0	0	359	0	0	0	0	0	0	119	0	0
SYNM	36.588235	102	0	110	0	244	0	0	0	0	0	0	0	166	0	0	0	0	0
STK3	36.588235	0	0	0	0	273	0	0	0	0	186	0	0	163	0	0	0	0	0
RPS6KA5	36.588235	0	0	73	0	476	0	0	0	0	0	0	0	73	0	0	0	0	0
RBBP9	36.588235	0	0	118	0	397	0	0	0	0	0	0	0	107	0	0	0	0	0
PPP1R35	36.588235	0	0	0	0	151	0	0	0	0	161	0	0	117	0	0	193	0	0
LYPLA1	36.588235	0	0	60	0	453	0	0	0	0	0	0	0	109	0	0	0	0	0
ISOC1	36.588235	0	0	79	0	406	0	0	0	0	137	0	0	0	0	0	0	0	0
HOXB5	36.588235	195	0	0	0	282	0	0	0	0	0	0	0	0	0	0	145	0	0
HAUS4	36.588235	0	0	99	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0
APBB2	36.588235	0	0	124	0	307	0	0	0	0	0	0	0	191	0	0	0	0	0
ZNF787	36.529412	0	0	0	0	291	0	0	0	0	142	0	96	92	0	0	0	0	0
TCEAL1	36.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	136	178	307	0	0
GPX4	36.529412	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	479	0	0
CAMK4	36.529412	0	0	86	0	535	0	0	0	0	0	0	0	0	0	0	0	0	0
AGA	36.529412	0	0	0	0	252	0	0	0	0	131	0	0	123	0	0	115	0	0
ZDHHC12	36.470588	137	0	0	0	160	0	0	0	0	0	0	0	144	0	0	179	0	0
TP53I3	36.470588	100	0	79	0	240	0	0	0	0	0	0	0	201	0	0	0	0	0
STARD5	36.470588	0	0	0	0	469	0	0	0	0	151	0	0	0	0	0	0	0	0
PLEKHH2	36.470588	0	0	88	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0
PALM2AKAP2	36.470588	0	0	121	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0
NCSTN	36.470588	127	0	0	0	280	0	0	0	0	0	0	0	120	0	0	93	0	0
GNAI1	36.470588	0	0	89	0	249	0	0	0	0	122	0	0	160	0	0	0	0	0
COPA	36.470588	127	0	0	0	280	0	0	0	0	0	0	0	120	0	0	93	0	0
YWHAQ	36.411765	0	0	0	0	305	0	0	0	0	0	0	0	153	0	0	161	0	0
PPP2R1A	36.411765	0	0	0	0	309	0	0	0	0	205	0	0	105	0	0	0	0	0
HS3ST1	36.411765	0	0	0	0	163	0	0	0	0	138	0	0	318	0	0	0	0	0
FAM171A2	36.411765	0	0	236	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0
DPY19L2	36.411765	108	0	80	0	431	0	0	0	0	0	0	0	0	0	0	0	0	0
BSN	36.411765	0	0	0	0	324	0	0	0	0	122	0	0	173	0	0	0	0	0
TMEM38B	36.352941	0	0	63	0	402	0	0	0	0	0	0	0	0	0	0	153	0	0
SMIM6	36.352941	0	0	0	0	0	0	0	0	0	415	0	0	203	0	0	0	0	0
RRP7A	36.352941	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	291	0	0
HELLS	36.352941	0	0	0	0	491	0	0	0	0	0	0	0	127	0	0	0	0	0
GRAMD2B	36.352941	0	0	0	0	389	0	0	0	0	0	0	113	116	0	0	0	0	0
CDC42EP1	36.352941	0	0	402	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBG2	36.294118	94	0	0	0	389	0	0	0	0	0	0	0	134	0	0	0	0	0
SRCAP	36.294118	0	0	107	0	430	0	0	0	0	0	0	0	80	0	0	0	0	0
SMIM20	36.294118	91	0	0	0	446	0	0	0	0	0	0	0	80	0	0	0	0	0
REEP3	36.294118	106	0	0	0	227	0	0	0	0	0	0	0	0	0	173	111	0	0
OPN3	36.294118	0	0	89	0	391	0	0	0	0	0	0	0	0	0	0	137	0	0
NUDT7	36.294118	0	0	63	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0
NDFIP1	36.294118	0	0	0	0	477	0	0	0	0	0	0	0	140	0	0	0	0	0
MITF	36.294118	0	0	0	0	249	0	0	0	0	0	0	0	0	234	0	134	0	0
LOC730183	36.294118	0	0	107	0	430	0	0	0	0	0	0	0	80	0	0	0	0	0
LOC100421372	36.294118	0	0	0	0	225	0	0	0	0	106	0	0	135	0	0	151	0	0
HSPA14	36.294118	0	0	0	0	225	0	0	0	0	106	0	0	135	0	0	151	0	0
FAM200A	36.294118	260	0	0	0	184	0	0	0	0	0	0	0	173	0	0	0	0	0
CHML	36.294118	0	0	89	0	391	0	0	0	0	0	0	0	0	0	0	137	0	0
CDNF	36.294118	0	0	0	0	225	0	0	0	0	106	0	0	135	0	0	151	0	0
ARL17B	36.294118	0	0	55	0	367	0	0	0	0	69	0	0	126	0	0	0	0	0
ARL17A	36.294118	0	0	55	0	367	0	0	0	0	69	0	0	126	0	0	0	0	0
TERF2IP	36.235294	0	0	0	0	289	0	0	0	0	143	0	0	184	0	0	0	0	0
SERPINE1	36.235294	135	0	0	0	0	0	0	0	0	243	0	0	100	138	0	0	0	0
PPP1CC	36.235294	0	0	63	0	323	0	0	0	0	0	0	0	100	0	0	130	0	0
KARS1	36.235294	0	0	0	0	289	0	0	0	0	143	0	0	184	0	0	0	0	0
GTF2I	36.235294	0	0	130	0	233	0	0	0	0	0	0	0	130	0	0	123	0	0
CYB5D1	36.235294	107	0	0	0	0	0	0	0	0	0	0	0	254	0	0	255	0	0
CTSV	36.235294	0	0	0	0	477	0	0	0	0	139	0	0	0	0	0	0	0	0
AKAP9	36.235294	0	0	0	0	234	0	0	0	0	214	0	0	168	0	0	0	0	0
ZNF8	36.176471	74	0	0	0	432	0	0	0	0	0	0	0	109	0	0	0	0	0
ZNF124	36.176471	0	0	117	0	376	0	0	0	0	0	0	0	122	0	0	0	0	0
TRAF3IP1	36.176471	0	0	0	0	355	0	0	0	0	82	0	0	0	0	0	178	0	0
RASSF8	36.176471	0	0	92	0	398	0	0	0	0	0	0	0	0	0	0	125	0	0
RAB17	36.176471	0	0	0	0	0	0	0	0	0	400	0	0	106	109	0	0	0	0
PLCB1	36.176471	0	0	160	0	306	0	0	0	0	0	0	0	0	149	0	0	0	0
H2BC21	36.176471	144	0	0	0	338	0	0	0	0	0	0	0	133	0	0	0	0	0
H2AC20	36.176471	144	0	0	0	338	0	0	0	0	0	0	0	133	0	0	0	0	0
ENTPD2	36.176471	0	0	0	0	0	0	0	0	0	408	0	207	0	0	0	0	0	0
CCL26	36.176471	0	0	0	0	0	0	100	199	0	171	0	0	0	0	0	145	0	0
REPS1	36.117647	0	0	139	0	308	0	0	0	0	0	0	0	167	0	0	0	0	0
NFRKB	36.117647	0	0	139	0	414	0	0	0	0	0	0	0	61	0	0	0	0	0
DNAH8	36.117647	0	0	101	0	513	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1B1	36.117647	0	0	116	0	421	0	0	0	0	0	0	0	77	0	0	0	0	0
UGCG	36.058824	0	0	104	0	398	0	0	0	0	0	0	0	0	0	0	111	0	0
SFRP4	36.058824	0	0	119	0	149	0	0	89	0	154	0	0	0	102	0	0	0	0
SEC61A2	36.058824	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	275	0	0
PRKAA2	36.058824	0	0	81	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0
MOB3B	36.058824	0	0	306	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0
LYSMD2	36.058824	0	0	124	0	336	0	0	0	0	0	0	0	0	0	0	153	0	0
ENPP5	36.058824	0	0	103	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK17	36.058824	0	0	234	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR27	36.000000	0	0	0	0	212	0	0	0	0	87	0	0	177	0	0	136	0	0
SP5	36.000000	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	392	0	0
RABEP2	36.000000	0	0	0	0	416	0	0	0	0	196	0	0	0	0	0	0	0	0
PLCE1	36.000000	0	0	93	0	376	0	143	0	0	0	0	0	0	0	0	0	0	0
LARP1B	36.000000	0	0	0	0	269	0	0	0	0	203	0	0	140	0	0	0	0	0
FTH1	36.000000	0	0	161	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf120	36.000000	0	0	0	0	212	0	0	0	0	87	0	0	177	0	0	136	0	0
WDR5B	35.941176	144	0	0	0	133	0	0	0	0	85	0	0	116	0	0	133	0	0
ULBP3	35.941176	0	0	0	0	293	0	0	0	0	166	0	0	152	0	0	0	0	0
FAM185A	35.941176	0	0	0	0	293	0	0	0	0	0	0	0	158	0	0	160	0	0
EMC3	35.941176	0	0	0	0	466	0	0	0	0	145	0	0	0	0	0	0	0	0
DEAF1	35.941176	0	0	0	0	291	0	0	0	0	79	0	0	110	0	0	131	0	0
CYFIP1	35.941176	0	0	0	0	284	0	0	0	0	327	0	0	0	0	0	0	0	0
CAPN1	35.941176	0	0	63	0	373	0	0	0	0	0	0	0	175	0	0	0	0	0
ZC3H7A	35.882353	0	0	148	0	370	0	0	0	0	0	0	0	92	0	0	0	0	0
WDR47	35.882353	0	0	0	0	415	0	0	0	0	0	0	0	195	0	0	0	0	0
USF1	35.882353	0	0	0	0	514	0	0	0	0	0	0	0	96	0	0	0	0	0
PSEN1	35.882353	0	0	0	0	304	0	0	0	0	155	0	0	151	0	0	0	0	0
POLR2G	35.882353	0	0	0	0	437	0	0	0	0	0	0	0	173	0	0	0	0	0
PCED1B	35.882353	0	0	84	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0
NUPR1	35.882353	0	0	0	0	0	0	610	0	0	0	0	0	0	0	0	0	0	0
LAT2	35.882353	0	0	98	0	117	0	0	0	0	215	0	0	180	0	0	0	0	0
GPD2	35.882353	0	0	91	0	389	0	0	0	0	0	0	0	130	0	0	0	0	0
CTIF	35.882353	0	0	0	0	168	0	0	0	300	0	0	0	0	0	0	142	0	0
ZNF160	35.823529	0	0	0	0	373	0	0	0	0	0	0	0	77	0	0	159	0	0
SMAD2	35.823529	0	0	221	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL35	35.823529	0	0	0	0	339	0	0	0	0	133	0	0	137	0	0	0	0	0
PRKCI	35.823529	0	0	89	0	352	0	0	0	0	0	0	0	168	0	0	0	0	0
KRTAP2-2	35.823529	0	0	108	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0
DLC1	35.823529	0	0	138	0	365	0	0	0	0	0	0	0	0	0	0	106	0	0
ARPC5L	35.823529	0	0	0	0	339	0	0	0	0	133	0	0	137	0	0	0	0	0
WDR13	35.764706	137	0	0	0	0	0	0	0	0	124	0	0	175	0	0	172	0	0
NMNAT3	35.764706	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	384	0	0
KPNA6	35.764706	174	0	0	0	226	0	0	0	0	0	0	0	208	0	0	0	0	0
KCTD6	35.764706	0	0	195	0	290	0	0	0	0	0	0	0	123	0	0	0	0	0
FUBP1	35.764706	0	0	121	0	239	0	0	0	0	0	0	0	163	0	0	85	0	0
FPGS	35.764706	0	0	0	0	443	0	0	0	72	0	0	0	0	0	0	93	0	0
CSNK1G1	35.764706	150	0	0	0	291	0	0	0	0	167	0	0	0	0	0	0	0	0
C7orf57	35.764706	0	0	103	0	505	0	0	0	0	0	0	0	0	0	0	0	0	0
AP1B1	35.764706	0	0	0	0	439	0	0	0	0	169	0	0	0	0	0	0	0	0
ZNF394	35.705882	171	0	0	0	0	0	0	0	0	234	0	0	202	0	0	0	0	0
QDPR	35.705882	0	0	131	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0
PTS	35.705882	0	0	0	0	367	0	0	0	0	103	0	0	137	0	0	0	0	0
PTCH1	35.705882	0	0	0	0	155	0	0	0	0	255	0	0	0	0	197	0	0	0
PSMD2	35.705882	0	0	0	0	452	0	0	155	0	0	0	0	0	0	0	0	0	0
MPI	35.705882	0	0	0	0	265	0	0	0	106	0	0	0	93	0	0	143	0	0
LRCH4	35.705882	95	0	0	0	212	0	0	0	0	0	0	0	166	0	0	134	0	0
ITGB1BP1	35.705882	98	0	0	0	361	0	0	0	0	0	0	0	148	0	0	0	0	0
FBXO24	35.705882	95	0	0	0	212	0	0	0	0	0	0	0	166	0	0	134	0	0
DARS1	35.705882	97	0	0	0	363	0	0	0	0	0	0	0	147	0	0	0	0	0
CPSF3	35.705882	98	0	0	0	361	0	0	0	0	0	0	0	148	0	0	0	0	0
CACFD1	35.705882	0	0	0	0	271	0	0	0	210	0	0	0	0	0	0	126	0	0
C20orf194	35.705882	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	155	0	0
RMI2	35.647059	0	0	0	0	512	0	0	0	0	0	0	0	94	0	0	0	0	0
PRICKLE1	35.647059	0	0	98	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM1	35.647059	0	0	0	0	200	0	0	0	0	284	0	0	122	0	0	0	0	0
NEK5	35.647059	0	0	152	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0
HELB	35.647059	0	0	0	0	442	0	0	0	0	0	0	0	164	0	0	0	0	0
CTNNBIP1	35.647059	0	0	0	0	381	0	0	0	0	111	0	0	114	0	0	0	0	0
CAPN15	35.647059	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	421	0	0
TRPM2	35.588235	0	0	0	0	0	0	0	0	0	196	0	261	148	0	0	0	0	0
TMEM74	35.588235	0	0	0	0	605	0	0	0	0	0	0	0	0	0	0	0	0	0
SP4	35.588235	0	0	0	0	322	0	0	0	0	162	0	0	121	0	0	0	0	0
PLAGL1	35.588235	0	0	0	0	352	0	0	0	0	0	0	0	117	0	0	136	0	0
GOLIM4	35.588235	0	0	73	0	438	0	0	0	0	0	0	0	0	94	0	0	0	0
CRYL1	35.588235	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	190	0	0
CDC16	35.588235	0	0	69	0	316	0	0	0	0	0	0	0	220	0	0	0	0	0
B3GNTL1	35.588235	0	0	0	0	181	0	0	0	121	0	0	0	0	0	0	303	0	0
ACSF2	35.588235	0	0	72	0	413	0	0	0	120	0	0	0	0	0	0	0	0	0
TPMT	35.529412	0	0	0	0	358	0	0	0	0	107	0	0	139	0	0	0	0	0
KDM1B	35.529412	0	0	0	0	358	0	0	0	0	107	0	0	139	0	0	0	0	0
CPLX2	35.529412	0	0	168	0	286	0	0	0	0	0	0	0	150	0	0	0	0	0
CHSY1	35.529412	0	0	0	0	281	0	0	0	120	83	0	0	120	0	0	0	0	0
CFAP299	35.529412	0	0	95	0	509	0	0	0	0	0	0	0	0	0	0	0	0	0
USP39	35.470588	86	0	0	0	287	0	0	0	0	0	0	81	149	0	0	0	0	0
RFC4	35.470588	0	0	0	0	184	0	0	0	0	0	0	0	250	0	0	169	0	0
PTMS	35.470588	0	0	138	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0
IFNGR1	35.470588	0	0	0	0	330	0	0	0	0	0	0	0	114	0	0	159	0	0
GULP1	35.470588	0	0	159	0	335	0	0	0	0	0	0	0	109	0	0	0	0	0
CYP4V2	35.470588	0	0	79	0	240	0	0	0	0	0	0	0	119	0	0	165	0	0
C14orf132	35.470588	0	0	165	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0
URB1	35.411765	0	0	0	0	520	0	0	0	0	0	0	0	82	0	0	0	0	0
TMEM18	35.411765	113	0	0	0	239	0	0	0	0	108	0	0	142	0	0	0	0	0
TMCO6	35.411765	0	0	0	0	335	0	0	0	0	0	0	0	167	0	0	100	0	0
TCP11L2	35.411765	0	0	126	0	317	0	0	0	0	0	0	0	0	0	0	159	0	0
SLCO2A1	35.411765	0	0	0	0	209	0	0	0	0	189	0	204	0	0	0	0	0	0
RHOG	35.411765	0	0	158	0	339	0	0	0	0	0	0	0	0	0	0	105	0	0
PSRC1	35.411765	0	0	0	0	426	0	0	0	0	0	0	0	176	0	0	0	0	0
NT5DC3	35.411765	0	0	0	0	302	0	0	0	0	0	0	0	154	0	0	146	0	0
GFER	35.411765	0	0	174	0	201	0	0	0	0	0	0	0	115	0	0	112	0	0
FBXL20	35.411765	0	0	105	0	309	0	0	0	0	188	0	0	0	0	0	0	0	0
ESRRA	35.411765	0	0	0	0	263	0	0	0	0	111	0	0	135	0	0	93	0	0
CLDN7	35.411765	0	0	0	0	0	0	0	0	0	292	0	196	114	0	0	0	0	0
CHD6	35.411765	0	0	71	0	459	0	0	0	0	0	0	0	72	0	0	0	0	0
ARFGAP1	35.411765	0	0	0	0	313	0	0	0	0	93	0	0	0	0	0	196	0	0
TTC9C	35.352941	0	0	69	0	403	0	0	0	0	0	0	0	129	0	0	0	0	0
TMPO	35.352941	0	0	0	0	385	0	0	0	0	0	0	0	87	0	0	129	0	0
RAB11FIP1	35.352941	0	0	0	0	256	0	0	0	0	0	0	0	0	188	0	157	0	0
PIGX	35.352941	0	0	0	0	336	0	0	0	0	0	0	0	85	0	0	180	0	0
NEXN	35.352941	0	0	91	0	510	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA3	35.352941	0	0	0	0	0	0	0	0	0	102	0	0	107	0	0	392	0	0
HNRNPUL2	35.352941	0	0	69	0	403	0	0	0	0	0	0	0	129	0	0	0	0	0
CEP19	35.352941	0	0	0	0	336	0	0	0	0	0	0	0	85	0	0	180	0	0
C14orf28	35.352941	0	0	87	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0
C14orf119	35.352941	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRYD3	35.294118	0	0	0	0	445	0	0	0	0	0	0	0	155	0	0	0	0	0
RAB3IP	35.294118	0	0	211	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN4	35.294118	0	0	0	0	0	0	0	0	0	462	0	0	138	0	0	0	0	0
CATSPERE	35.294118	0	0	0	0	519	0	0	0	81	0	0	0	0	0	0	0	0	0
ZNF7	35.235294	0	0	0	0	211	0	0	0	0	124	0	117	147	0	0	0	0	0
ZFP62	35.235294	0	0	103	0	373	0	0	0	0	0	0	0	123	0	0	0	0	0
RSPH1	35.235294	0	0	0	0	437	0	0	0	0	85	0	0	77	0	0	0	0	0
PTBP2	35.235294	0	0	146	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0
PDCD1LG2	35.235294	126	0	0	0	0	0	151	0	0	322	0	0	0	0	0	0	0	0
MKRN1	35.235294	109	0	0	0	185	0	0	0	0	97	0	0	208	0	0	0	0	0
GNG10	35.235294	0	0	126	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0
FHL2	35.235294	0	0	93	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0
CDT1	35.235294	0	0	0	0	123	0	0	0	0	0	0	205	115	156	0	0	0	0
BBS2	35.235294	84	0	58	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR91	35.176471	0	0	0	0	235	0	0	0	0	135	0	0	103	0	0	125	0	0
USP35	35.176471	0	0	0	0	292	0	0	0	0	184	0	0	122	0	0	0	0	0
TRAM2	35.176471	0	0	182	0	323	0	0	0	0	0	0	0	0	0	0	93	0	0
NTAQ1	35.176471	0	0	0	0	502	0	0	0	0	0	0	0	96	0	0	0	0	0
MSRA	35.176471	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	174	0	0
KCTD21	35.176471	0	0	0	0	292	0	0	0	0	184	0	0	122	0	0	0	0	0
HOXB6	35.176471	0	0	217	0	0	0	0	0	0	0	0	0	118	0	0	263	0	0
H3C13	35.176471	0	0	137	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0
GAL	35.176471	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	411	0	0
FUCA1	35.176471	0	0	0	0	334	0	0	0	0	0	0	0	177	0	0	87	0	0
DEFB135	35.176471	0	0	0	0	0	0	0	0	0	343	0	0	255	0	0	0	0	0
ZNF213	35.117647	0	0	0	0	339	0	0	0	0	0	0	0	0	0	0	258	0	0
VPS13B	35.117647	119	0	0	0	182	0	0	0	0	0	0	0	296	0	0	0	0	0
VCP	35.117647	0	0	173	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0
SLX4IP	35.117647	95	0	0	0	383	0	0	0	0	0	0	0	119	0	0	0	0	0
SLC2A8	35.117647	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	181	0	0
RPL17-C18orf32	35.117647	0	0	84	0	330	0	0	0	0	0	0	0	183	0	0	0	0	0
RPL17	35.117647	0	0	84	0	330	0	0	0	0	0	0	0	183	0	0	0	0	0
RCC1L	35.117647	0	0	0	0	232	0	0	0	0	124	0	138	103	0	0	0	0	0
PXK	35.117647	0	0	72	0	296	0	0	0	0	0	0	0	229	0	0	0	0	0
MYCBP2	35.117647	91	0	55	0	231	0	0	0	0	0	0	0	220	0	0	0	0	0
MPV17L2	35.117647	0	0	0	0	229	0	0	0	0	71	0	0	164	0	0	133	0	0
MESP1	35.117647	0	0	0	0	278	0	0	0	0	0	0	0	166	0	0	153	0	0
LRRC8C	35.117647	0	0	151	0	446	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM50A	35.117647	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	333	0	0
TSHR	35.058824	94	0	0	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINE2	35.058824	0	0	71	0	419	0	0	0	0	0	0	0	106	0	0	0	0	0
POLR2D	35.058824	0	0	0	0	352	0	0	0	0	0	0	0	244	0	0	0	0	0
PAQR8	35.058824	0	0	95	0	363	0	0	0	0	0	0	0	138	0	0	0	0	0
NFATC3	35.058824	0	0	0	0	301	0	0	0	0	108	0	0	0	0	0	187	0	0
IQCB1	35.058824	0	0	0	0	363	0	0	0	0	127	0	0	106	0	0	0	0	0
HNRNPA1L2	35.058824	286	0	0	0	125	0	0	0	0	0	0	0	185	0	0	0	0	0
EAF2	35.058824	0	0	0	0	363	0	0	0	0	127	0	0	106	0	0	0	0	0
ATXN7L1	35.058824	0	0	118	0	171	0	0	0	0	0	0	0	133	0	0	174	0	0
VPS72	35.000000	254	0	0	0	163	0	0	0	0	0	0	0	178	0	0	0	0	0
TCF7L1	35.000000	0	0	239	0	209	0	0	0	0	0	0	0	147	0	0	0	0	0
STON1-GTF2A1L	35.000000	0	0	84	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0
STON1	35.000000	0	0	84	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0
PLPP6	35.000000	0	0	0	0	320	0	0	0	0	119	0	0	156	0	0	0	0	0
MROH8	35.000000	0	0	93	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0
