Target_genes	MYBL2|Average	SRX4680620|A-673	SRX14963950|A549	SRX14963951|A549	SRX040562|HeLa	SRX040563|HeLa	SRX10478355|Hep_G2	SRX10478356|Hep_G2	SRX190332|Hep_G2	SRX734308|HMEC	SRX3322026|K-562	SRX3322027|K-562	SRX5242427|LNCAP	SRX5242428|LNCAP	SRX5242429|LNCAP	SRX5242430|LNCAP	SRX4213900|MCF_10A	SRX4213901|MCF_10A	STRING
SLF1	34.647059	178	0	0	0	0	185	226	0	0	0	0	0	0	0	0	0	0	0
SLC51B	34.647059	0	0	0	0	0	119	87	383	0	0	0	0	0	0	0	0	0	0
RPS21	34.647059	152	0	0	0	0	131	213	93	0	0	0	0	0	0	0	0	0	0
RAB23	34.647059	247	0	0	0	0	101	121	120	0	0	0	0	0	0	0	0	0	0
NCK1	34.647059	113	0	0	0	0	146	185	145	0	0	0	0	0	0	0	0	0	0
LMCD1	34.647059	0	0	0	0	0	125	292	172	0	0	0	0	0	0	0	0	0	0
KIAA0825	34.647059	178	0	0	0	0	185	226	0	0	0	0	0	0	0	0	0	0	0
FTL	34.647059	315	0	0	0	0	0	128	146	0	0	0	0	0	0	0	0	0	0
DNAL1	34.647059	253	0	0	0	0	83	104	149	0	0	0	0	0	0	0	0	0	0
ATP6V1G1	34.647059	177	0	0	0	0	98	73	241	0	0	0	0	0	0	0	0	0	0
ZNF234	34.588235	162	0	0	0	0	116	191	119	0	0	0	0	0	0	0	0	0	0
ZNF18	34.588235	341	0	0	0	0	0	122	125	0	0	0	0	0	0	0	0	0	0
ZFP36L2	34.588235	132	0	0	0	0	0	99	0	0	0	0	0	0	0	0	255	102	0
SYNJ1	34.588235	233	0	0	0	0	121	123	111	0	0	0	0	0	0	0	0	0	0
SNX15	34.588235	0	0	0	0	0	154	340	94	0	0	0	0	0	0	0	0	0	0
RTN4IP1	34.588235	199	0	0	0	0	65	186	138	0	0	0	0	0	0	0	0	0	0
RPL21	34.588235	235	0	0	0	0	0	238	115	0	0	0	0	0	0	0	0	0	0
QRSL1	34.588235	199	0	0	0	0	65	186	138	0	0	0	0	0	0	0	0	0	0
OGFOD2	34.588235	145	0	0	0	0	0	236	207	0	0	0	0	0	0	0	0	0	0
LRRC75B	34.588235	0	0	0	0	0	156	261	171	0	0	0	0	0	0	0	0	0	0
DYNC2I1	34.588235	109	0	0	0	0	0	169	208	0	0	102	0	0	0	0	0	0	0
COX7A2L	34.588235	101	0	0	0	0	94	195	198	0	0	0	0	0	0	0	0	0	0
CIAO2B	34.588235	127	0	0	0	0	79	197	185	0	0	0	0	0	0	0	0	0	0
CES2	34.588235	127	0	0	0	0	79	197	185	0	0	0	0	0	0	0	0	0	0
APLP2	34.588235	306	0	0	0	0	0	143	139	0	0	0	0	0	0	0	0	0	0
AKR1C2	34.588235	0	0	0	0	0	0	201	145	0	129	113	0	0	0	0	0	0	0
ZC3H13	34.529412	0	0	0	0	0	121	235	231	0	0	0	0	0	0	0	0	0	0
RNF8	34.529412	128	0	0	0	0	80	227	152	0	0	0	0	0	0	0	0	0	0
PRR13	34.529412	286	0	0	0	0	0	153	148	0	0	0	0	0	0	0	0	0	0
PHYHD1	34.529412	221	0	0	0	0	153	213	0	0	0	0	0	0	0	0	0	0	0
PDIA3	34.529412	157	0	0	0	0	131	140	159	0	0	0	0	0	0	0	0	0	0
LPCAT3	34.529412	89	0	0	0	0	0	169	219	0	0	0	0	0	0	0	0	110	0
GNB1	34.529412	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AXDND1	34.529412	165	0	0	0	0	69	161	127	0	0	65	0	0	0	0	0	0	0
ZNF512	34.470588	0	0	0	0	0	104	297	185	0	0	0	0	0	0	0	0	0	0
NPRL3	34.470588	372	0	0	0	0	92	122	0	0	0	0	0	0	0	0	0	0	0
MRPL34	34.470588	112	0	0	0	0	0	86	131	0	0	0	0	0	0	0	139	118	0
ERCC3	34.470588	134	0	0	0	0	98	175	179	0	0	0	0	0	0	0	0	0	0
DRAM1	34.470588	175	0	0	0	0	82	176	153	0	0	0	0	0	0	0	0	0	0
CLPP	34.470588	275	0	0	0	0	62	126	123	0	0	0	0	0	0	0	0	0	0
ATG2A	34.470588	248	0	0	0	0	82	157	99	0	0	0	0	0	0	0	0	0	0
ZNF260	34.411765	217	0	0	0	0	0	235	133	0	0	0	0	0	0	0	0	0	0
ZNF213	34.411765	242	0	0	0	0	104	130	109	0	0	0	0	0	0	0	0	0	0
TMEM214	34.411765	187	0	0	0	0	129	127	142	0	0	0	0	0	0	0	0	0	0
THBS4	34.411765	158	0	0	0	0	77	132	218	0	0	0	0	0	0	0	0	0	0
SRSF9	34.411765	202	0	0	0	0	138	245	0	0	0	0	0	0	0	0	0	0	0
NFXL1	34.411765	287	0	0	0	0	0	127	171	0	0	0	0	0	0	0	0	0	0
MTX3	34.411765	158	0	0	0	0	77	132	218	0	0	0	0	0	0	0	0	0	0
ENOPH1	34.411765	0	0	0	0	0	156	297	132	0	0	0	0	0	0	0	0	0	0
EIF5A2	34.411765	0	0	0	0	0	0	233	185	0	0	167	0	0	0	0	0	0	0
TTBK2	34.352941	237	0	0	0	0	98	135	114	0	0	0	0	0	0	0	0	0	0
RNF139	34.352941	204	0	0	0	0	111	163	106	0	0	0	0	0	0	0	0	0	0
H2BC3	34.352941	0	0	0	0	0	0	0	584	0	0	0	0	0	0	0	0	0	0
DNAAF2	34.352941	109	0	0	0	0	134	175	166	0	0	0	0	0	0	0	0	0	0
ATP5F1D	34.352941	584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UIMC1	34.294118	159	0	0	0	0	0	152	272	0	0	0	0	0	0	0	0	0	0
TRIOBP	34.294118	0	0	0	0	0	131	452	0	0	0	0	0	0	0	0	0	0	0
GSTO2	34.294118	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	219	0
DNAJC30	34.294118	136	0	0	0	0	0	164	0	0	182	101	0	0	0	0	0	0	0
BUD23	34.294118	136	0	0	0	0	0	164	0	0	182	101	0	0	0	0	0	0	0
WAC	34.235294	199	0	0	0	0	85	174	124	0	0	0	0	0	0	0	0	0	0
VEZT	34.235294	165	0	0	0	0	80	220	117	0	0	0	0	0	0	0	0	0	0
STRN	34.235294	262	0	0	0	0	0	138	182	0	0	0	0	0	0	0	0	0	0
SPN	34.235294	0	0	0	0	0	0	0	0	0	290	292	0	0	0	0	0	0	0
SHANK2	34.235294	0	0	0	0	0	0	171	411	0	0	0	0	0	0	0	0	0	0
FGD6	34.235294	165	0	0	0	0	80	220	117	0	0	0	0	0	0	0	0	0	0
ZNF639	34.176471	135	0	0	0	0	83	90	273	0	0	0	0	0	0	0	0	0	0
ZFAND2B	34.176471	219	0	0	0	0	58	120	184	0	0	0	0	0	0	0	0	0	0
TTC7A	34.176471	131	0	0	0	0	0	285	165	0	0	0	0	0	0	0	0	0	0
SDE2	34.176471	345	0	0	0	0	0	128	108	0	0	0	0	0	0	0	0	0	0
SCAPER	34.176471	0	0	0	0	0	105	329	147	0	0	0	0	0	0	0	0	0	0
PPP1CC	34.176471	284	0	0	0	0	0	170	127	0	0	0	0	0	0	0	0	0	0
MCFD2	34.176471	131	0	0	0	0	0	285	165	0	0	0	0	0	0	0	0	0	0
DHODH	34.176471	107	0	0	0	0	126	157	191	0	0	0	0	0	0	0	0	0	0
COPG1	34.176471	179	0	0	0	0	120	174	108	0	0	0	0	0	0	0	0	0	0
ADI1	34.176471	214	0	0	0	0	83	178	106	0	0	0	0	0	0	0	0	0	0
ACTR1A	34.176471	141	0	0	162	0	114	164	0	0	0	0	0	0	0	0	0	0	0
ZNF227	34.117647	97	0	0	0	0	79	184	220	0	0	0	0	0	0	0	0	0	0
YIPF4	34.117647	147	0	0	0	0	0	275	158	0	0	0	0	0	0	0	0	0	0
NAA60	34.117647	236	0	0	0	0	0	117	100	0	0	0	0	0	0	0	0	127	0
N4BP1	34.117647	142	0	0	0	0	132	202	104	0	0	0	0	0	0	0	0	0	0
MPHOSPH6	34.117647	219	0	0	0	0	0	177	184	0	0	0	0	0	0	0	0	0	0
MESP1	34.117647	146	0	0	0	0	123	206	105	0	0	0	0	0	0	0	0	0	0
DYRK1A	34.117647	62	0	0	0	0	150	201	0	0	0	167	0	0	0	0	0	0	0
DENND4A	34.117647	0	0	0	0	0	169	195	216	0	0	0	0	0	0	0	0	0	0
SIRT2	34.058824	404	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0
PSD	34.058824	0	0	0	0	0	0	269	310	0	0	0	0	0	0	0	0	0	0
PIK3CA	34.058824	95	0	0	0	0	0	121	260	0	0	0	0	0	0	0	0	103	0
PAX6	34.058824	0	0	0	0	0	0	0	0	0	265	314	0	0	0	0	0	0	0
PARD6A	34.058824	151	0	0	0	0	110	202	116	0	0	0	0	0	0	0	0	0	0
NFKBIB	34.058824	404	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0
MRPS18A	34.058824	120	0	0	0	0	96	196	167	0	0	0	0	0	0	0	0	0	0
GMDS	34.058824	0	0	0	0	0	116	151	312	0	0	0	0	0	0	0	0	0	0
CLTA	34.058824	171	0	0	0	0	88	171	149	0	0	0	0	0	0	0	0	0	0
CLOCK	34.058824	103	0	0	0	0	0	182	95	0	0	0	0	0	0	0	58	141	0
C17orf49	34.058824	121	0	0	0	0	0	83	101	0	0	0	0	0	0	0	137	137	0
ACD	34.058824	151	0	0	0	0	110	202	116	0	0	0	0	0	0	0	0	0	0
U2AF2	34.000000	159	0	0	0	0	0	325	94	0	0	0	0	0	0	0	0	0	0
SMARCE1	34.000000	305	0	0	0	0	65	113	95	0	0	0	0	0	0	0	0	0	0
PHGDH	34.000000	382	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0
EHMT1	34.000000	108	0	0	0	0	0	143	0	0	0	0	0	0	0	0	116	211	0
COX10	34.000000	134	0	0	0	0	111	213	120	0	0	0	0	0	0	0	0	0	0
CLIC4	34.000000	260	0	0	0	0	108	82	128	0	0	0	0	0	0	0	0	0	0
C2orf73	34.000000	213	0	0	0	0	114	121	130	0	0	0	0	0	0	0	0	0	0
ZNHIT2	33.941176	136	0	0	0	0	0	94	164	0	0	0	0	0	0	0	0	183	0
PDE1C	33.941176	0	0	0	0	0	242	335	0	0	0	0	0	0	0	0	0	0	0
EXOC6B	33.941176	265	0	0	0	0	0	154	158	0	0	0	0	0	0	0	0	0	0
EDF1	33.941176	374	0	0	0	0	99	104	0	0	0	0	0	0	0	0	0	0	0
ZNF771	33.882353	174	0	0	0	0	75	225	102	0	0	0	0	0	0	0	0	0	0
PIK3C2A	33.882353	229	0	0	0	0	0	181	166	0	0	0	0	0	0	0	0	0	0
ITGB1	33.882353	143	0	0	0	0	156	162	115	0	0	0	0	0	0	0	0	0	0
DDRGK1	33.882353	133	0	0	0	0	124	137	182	0	0	0	0	0	0	0	0	0	0
POLR3H	33.823529	311	0	0	0	0	0	173	91	0	0	0	0	0	0	0	0	0	0
MBNL2	33.823529	0	0	0	0	0	0	116	459	0	0	0	0	0	0	0	0	0	0
FEM1C	33.823529	267	0	0	0	0	0	134	174	0	0	0	0	0	0	0	0	0	0
ASAH2B	33.823529	206	0	0	0	0	72	171	126	0	0	0	0	0	0	0	0	0	0
ZNF557	33.764706	155	0	0	0	0	136	115	168	0	0	0	0	0	0	0	0	0	0
WASL	33.764706	125	0	0	0	0	84	158	207	0	0	0	0	0	0	0	0	0	0
SLC35C2	33.764706	90	0	0	0	0	90	254	140	0	0	0	0	0	0	0	0	0	0
POLA2	33.764706	225	0	0	0	0	108	136	105	0	0	0	0	0	0	0	0	0	0
PGD	33.764706	271	0	0	0	0	0	210	93	0	0	0	0	0	0	0	0	0	0
MAGEF1	33.764706	211	0	0	0	0	78	139	146	0	0	0	0	0	0	0	0	0	0
KCNK12	33.764706	0	0	0	0	0	283	291	0	0	0	0	0	0	0	0	0	0	0
ISG20	33.764706	0	0	0	0	0	89	157	222	0	0	0	0	0	0	0	0	106	0
GXYLT1	33.764706	130	0	0	0	0	85	193	166	0	0	0	0	0	0	0	0	0	0
GSDMD	33.764706	73	0	0	0	0	106	198	197	0	0	0	0	0	0	0	0	0	0
ECE1	33.764706	262	0	0	0	0	0	102	0	0	0	210	0	0	0	0	0	0	0
CTSV	33.764706	198	0	0	0	0	152	224	0	0	0	0	0	0	0	0	0	0	0
ZNF510	33.705882	155	0	0	0	0	0	141	96	0	0	102	0	0	0	0	79	0	0
SPTLC2	33.705882	139	0	0	0	0	75	194	165	0	0	0	0	0	0	0	0	0	0
PMPCB	33.705882	0	0	0	0	0	79	276	218	0	0	0	0	0	0	0	0	0	0
NAA30	33.705882	340	0	0	0	0	157	76	0	0	0	0	0	0	0	0	0	0	0
HPCAL1	33.705882	0	0	0	0	0	126	163	284	0	0	0	0	0	0	0	0	0	0
DGKD	33.705882	0	0	0	0	0	120	226	227	0	0	0	0	0	0	0	0	0	0
DCAF1	33.705882	300	0	0	0	0	0	140	133	0	0	0	0	0	0	0	0	0	0
TM7SF2	33.647059	313	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	112	0
DAZAP1	33.647059	233	0	0	0	0	138	201	0	0	0	0	0	0	0	0	0	0	0
CDPF1	33.647059	225	0	0	0	0	0	200	147	0	0	0	0	0	0	0	0	0	0
CCDC9	33.647059	128	0	0	0	0	122	169	153	0	0	0	0	0	0	0	0	0	0
BRD7	33.647059	349	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0
ZNF749	33.588235	104	0	0	0	0	165	195	107	0	0	0	0	0	0	0	0	0	0
VPS13B	33.588235	80	0	0	0	0	97	172	222	0	0	0	0	0	0	0	0	0	0
RELT	33.588235	324	0	0	0	0	0	127	0	0	0	120	0	0	0	0	0	0	0
NNT	33.588235	0	0	0	0	0	136	264	0	0	0	0	0	0	0	0	0	171	0
ADCK5	33.588235	288	0	0	0	0	0	89	194	0	0	0	0	0	0	0	0	0	0
ZNF799	33.529412	0	0	0	0	0	109	176	285	0	0	0	0	0	0	0	0	0	0
WDR35	33.529412	0	0	0	0	0	116	191	263	0	0	0	0	0	0	0	0	0	0
RPUSD3	33.529412	349	0	0	0	0	0	78	143	0	0	0	0	0	0	0	0	0	0
MTAP	33.529412	174	0	0	0	0	0	210	186	0	0	0	0	0	0	0	0	0	0
MPHOSPH8	33.529412	249	0	0	0	0	0	102	99	0	0	0	0	0	0	0	0	120	0
CDK13	33.529412	190	0	0	0	0	0	233	147	0	0	0	0	0	0	0	0	0	0
B4GAT1	33.529412	97	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0
ACAT2	33.529412	69	0	0	0	0	78	157	146	0	0	0	0	0	0	0	120	0	0
ZNF620	33.470588	0	0	0	0	0	92	251	226	0	0	0	0	0	0	0	0	0	0
SERF2	33.470588	166	0	0	0	0	89	133	181	0	0	0	0	0	0	0	0	0	0
RIC8A	33.470588	371	0	0	0	0	0	137	61	0	0	0	0	0	0	0	0	0	0
PRAME	33.470588	0	0	0	0	0	0	0	127	0	189	253	0	0	0	0	0	0	0
PHTF1	33.470588	179	0	0	0	0	77	107	84	0	0	0	0	0	0	0	122	0	0
GRB2	33.470588	344	0	0	0	0	0	95	130	0	0	0	0	0	0	0	0	0	0
BET1L	33.470588	371	0	0	0	0	0	137	61	0	0	0	0	0	0	0	0	0	0
SMYD5	33.411765	189	0	0	0	0	0	114	265	0	0	0	0	0	0	0	0	0	0
SLC30A7	33.411765	181	0	0	0	0	0	139	118	0	0	0	0	0	0	0	0	130	0
PIK3R4	33.411765	209	0	0	0	0	0	221	138	0	0	0	0	0	0	0	0	0	0
KDM4B	33.411765	201	0	0	0	0	0	212	155	0	0	0	0	0	0	0	0	0	0
DEF8	33.411765	0	0	0	0	0	114	258	196	0	0	0	0	0	0	0	0	0	0
C3	33.411765	0	0	0	0	0	0	242	326	0	0	0	0	0	0	0	0	0	0
UBAP2L	33.352941	132	0	0	0	0	88	196	151	0	0	0	0	0	0	0	0	0	0
SOCS7	33.352941	0	0	0	0	0	154	217	196	0	0	0	0	0	0	0	0	0	0
RPP38	33.352941	124	0	0	0	0	0	195	248	0	0	0	0	0	0	0	0	0	0
GOLGA7	33.352941	207	0	0	0	0	116	121	123	0	0	0	0	0	0	0	0	0	0
FZD5	33.352941	0	0	0	0	0	122	213	232	0	0	0	0	0	0	0	0	0	0
C1orf43	33.352941	132	0	0	0	0	88	196	151	0	0	0	0	0	0	0	0	0	0
ASAH1	33.352941	149	0	153	0	0	0	123	142	0	0	0	0	0	0	0	0	0	0
TPM1	33.294118	146	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	303	0
TMEM161A	33.294118	307	0	0	0	0	0	141	118	0	0	0	0	0	0	0	0	0	0
SPSB3	33.294118	130	0	0	0	0	104	332	0	0	0	0	0	0	0	0	0	0	0
RRAS	33.294118	88	0	0	0	0	104	116	258	0	0	0	0	0	0	0	0	0	0
NR2C2AP	33.294118	98	0	0	0	0	0	136	104	0	0	0	0	0	0	0	80	148	0
MTHFD1L	33.294118	124	0	0	0	0	90	186	166	0	0	0	0	0	0	0	0	0	0
MAVS	33.294118	134	0	0	0	0	120	176	136	0	0	0	0	0	0	0	0	0	0
FOCAD	33.294118	142	0	0	0	0	95	90	164	0	0	0	0	0	0	0	75	0	0
STPG2	33.235294	178	0	0	0	0	82	173	132	0	0	0	0	0	0	0	0	0	0
SLC7A6	33.235294	0	0	0	0	0	0	182	383	0	0	0	0	0	0	0	0	0	0
ENOSF1	33.235294	0	0	0	0	0	108	165	157	0	0	0	0	0	0	0	135	0	0
CDC42SE2	33.235294	156	0	0	0	0	182	137	0	0	0	0	0	0	0	0	0	90	0
ZNF441	33.176471	87	0	0	0	0	97	103	166	0	0	111	0	0	0	0	0	0	0
ZNF169	33.176471	236	0	0	0	0	0	168	160	0	0	0	0	0	0	0	0	0	0
UBE4B	33.176471	89	0	0	0	0	69	207	199	0	0	0	0	0	0	0	0	0	0
UBAP1	33.176471	159	0	0	0	0	94	154	157	0	0	0	0	0	0	0	0	0	0
TRIM25	33.176471	265	0	0	0	0	97	90	112	0	0	0	0	0	0	0	0	0	0
TAB3	33.176471	0	0	0	0	0	140	236	188	0	0	0	0	0	0	0	0	0	0
SYP	33.176471	0	0	0	0	0	208	234	122	0	0	0	0	0	0	0	0	0	0
PSAP	33.176471	217	0	0	0	0	0	160	187	0	0	0	0	0	0	0	0	0	0
FBXL13	33.176471	214	0	0	0	0	0	160	113	0	0	77	0	0	0	0	0	0	0
EP400	33.176471	302	0	0	0	0	0	88	174	0	0	0	0	0	0	0	0	0	0
EIF4EBP3	33.176471	0	0	0	0	0	0	112	194	0	0	0	0	0	0	0	151	107	0
ARMC10	33.176471	214	0	0	0	0	0	160	113	0	0	77	0	0	0	0	0	0	0
ANO10	33.176471	111	0	0	0	0	98	241	114	0	0	0	0	0	0	0	0	0	0
ZNF256	33.117647	0	0	0	0	0	209	214	140	0	0	0	0	0	0	0	0	0	0
SMIM4	33.117647	124	0	0	0	0	142	206	91	0	0	0	0	0	0	0	0	0	0
SDF4	33.117647	167	0	0	0	0	130	128	138	0	0	0	0	0	0	0	0	0	0
NBR1	33.117647	118	0	0	0	0	110	143	192	0	0	0	0	0	0	0	0	0	0
B3GALT6	33.117647	167	0	0	0	0	130	128	138	0	0	0	0	0	0	0	0	0	0
MLF2	33.058824	303	0	0	0	0	0	129	130	0	0	0	0	0	0	0	0	0	0
CYB561D1	33.058824	150	0	0	0	0	0	84	218	0	0	110	0	0	0	0	0	0	0
CFAP298-TCP10L	33.058824	176	0	0	0	0	155	106	125	0	0	0	0	0	0	0	0	0	0
CFAP298	33.058824	176	0	0	0	0	155	106	125	0	0	0	0	0	0	0	0	0	0
ZNF609	33.000000	0	0	0	0	0	142	205	214	0	0	0	0	0	0	0	0	0	0
ZNF136	33.000000	359	0	0	0	0	0	94	108	0	0	0	0	0	0	0	0	0	0
SLC39A1	33.000000	136	0	0	0	0	83	179	163	0	0	0	0	0	0	0	0	0	0
RRP9	33.000000	0	0	0	0	0	110	150	301	0	0	0	0	0	0	0	0	0	0
RCOR1	33.000000	111	0	0	0	0	164	210	76	0	0	0	0	0	0	0	0	0	0
PARP3	33.000000	0	0	0	0	0	110	150	301	0	0	0	0	0	0	0	0	0	0
NDUFB4	33.000000	121	0	0	0	0	0	138	159	0	0	0	0	0	0	0	0	143	0
KAZALD1	33.000000	72	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0
EXTL2	33.000000	181	0	0	0	0	111	139	0	0	0	0	0	0	0	0	0	130	0
CREB3L4	33.000000	136	0	0	0	0	83	179	163	0	0	0	0	0	0	0	0	0	0
ATXN3	33.000000	0	0	0	0	0	0	377	184	0	0	0	0	0	0	0	0	0	0
ZHX1-C8orf76	32.941176	70	0	0	0	0	127	240	123	0	0	0	0	0	0	0	0	0	0
ZHX1	32.941176	70	0	0	0	0	127	240	123	0	0	0	0	0	0	0	0	0	0
SAXO2	32.941176	177	0	0	0	0	110	0	273	0	0	0	0	0	0	0	0	0	0
OSBPL9	32.941176	167	0	0	0	0	130	151	112	0	0	0	0	0	0	0	0	0	0
NUMB	32.941176	282	0	0	0	0	0	169	109	0	0	0	0	0	0	0	0	0	0
MSH4	32.941176	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	202	253	0
EFL1	32.941176	177	0	0	0	0	110	0	273	0	0	0	0	0	0	0	0	0	0
CLASRP	32.941176	299	0	0	0	0	66	98	97	0	0	0	0	0	0	0	0	0	0
TSACC	32.882353	235	0	0	0	0	0	169	155	0	0	0	0	0	0	0	0	0	0
SLC35A1	32.882353	129	0	0	0	0	99	175	156	0	0	0	0	0	0	0	0	0	0
ERCC2	32.882353	433	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0
CCT3	32.882353	235	0	0	0	0	0	169	155	0	0	0	0	0	0	0	0	0	0
ACVR1	32.882353	0	0	0	0	0	0	101	346	0	0	112	0	0	0	0	0	0	0
ACAP2	32.882353	102	0	0	0	0	89	148	101	0	0	0	119	0	0	0	0	0	0
TMEM106C	32.823529	69	0	0	0	0	118	204	167	0	0	0	0	0	0	0	0	0	0
SFT2D2	32.823529	343	0	0	0	0	84	131	0	0	0	0	0	0	0	0	0	0	0
SERPINA10	32.823529	0	0	0	0	0	71	171	316	0	0	0	0	0	0	0	0	0	0
PRR14L	32.823529	0	0	0	0	0	175	290	93	0	0	0	0	0	0	0	0	0	0
METTL6	32.823529	153	0	0	0	0	108	142	155	0	0	0	0	0	0	0	0	0	0
MCMBP	32.823529	274	0	0	0	0	0	167	117	0	0	0	0	0	0	0	0	0	0
GCLM	32.823529	139	0	0	0	0	0	211	89	0	0	119	0	0	0	0	0	0	0
EAF1	32.823529	153	0	0	0	0	108	142	155	0	0	0	0	0	0	0	0	0	0
DCP1B	32.823529	145	0	0	0	0	0	298	115	0	0	0	0	0	0	0	0	0	0
CDK2AP1	32.823529	0	0	0	0	0	107	269	182	0	0	0	0	0	0	0	0	0	0
ACBD5	32.823529	268	0	0	0	0	0	184	106	0	0	0	0	0	0	0	0	0	0
ZNF672	32.764706	142	0	0	0	0	0	187	114	0	0	0	0	0	0	0	0	114	0
ZCCHC14	32.764706	472	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0
NXT2	32.764706	0	0	0	0	0	191	166	200	0	0	0	0	0	0	0	0	0	0
MAF	32.764706	0	0	0	0	0	159	235	163	0	0	0	0	0	0	0	0	0	0
ALG6	32.764706	374	0	0	0	0	98	0	85	0	0	0	0	0	0	0	0	0	0
WDR55	32.705882	131	0	0	0	0	105	133	187	0	0	0	0	0	0	0	0	0	0
PPIF	32.705882	160	0	0	0	0	115	176	105	0	0	0	0	0	0	0	0	0	0
NDUFV2	32.705882	295	0	0	0	0	0	108	83	0	0	0	0	0	0	0	0	70	0
MORN2	32.705882	66	0	0	0	0	136	151	203	0	0	0	0	0	0	0	0	0	0
HSPBAP1	32.705882	0	0	0	0	0	139	270	147	0	0	0	0	0	0	0	0	0	0
HSF2	32.705882	0	0	0	0	0	180	232	144	0	0	0	0	0	0	0	0	0	0
DHX57	32.705882	66	0	0	0	0	136	151	203	0	0	0	0	0	0	0	0	0	0
ZNF790	32.647059	0	0	0	0	0	139	256	160	0	0	0	0	0	0	0	0	0	0
SLC39A8	32.647059	162	0	0	0	0	0	151	106	0	0	136	0	0	0	0	0	0	0
PROSER1	32.647059	87	0	0	0	0	140	183	145	0	0	0	0	0	0	0	0	0	0
POMT1	32.647059	143	0	0	0	0	131	161	0	0	0	0	0	0	0	0	120	0	0
PMEL	32.647059	210	0	0	0	0	120	114	111	0	0	0	0	0	0	0	0	0	0
NHLRC3	32.647059	87	0	0	0	0	140	183	145	0	0	0	0	0	0	0	0	0	0
HPS3	32.647059	110	0	0	0	0	112	214	119	0	0	0	0	0	0	0	0	0	0
CDK2	32.647059	210	0	0	0	0	120	114	111	0	0	0	0	0	0	0	0	0	0
ACOT2	32.647059	101	0	0	0	0	115	126	213	0	0	0	0	0	0	0	0	0	0
ZFAND3	32.588235	99	0	0	0	0	0	167	288	0	0	0	0	0	0	0	0	0	0
TNFSF9	32.588235	295	0	0	0	0	0	0	73	0	0	186	0	0	0	0	0	0	0
ICAM1	32.588235	0	0	0	0	0	169	150	235	0	0	0	0	0	0	0	0	0	0
EIF2B2	32.588235	0	0	0	0	0	133	283	138	0	0	0	0	0	0	0	0	0	0
CHGA	32.588235	0	0	0	0	0	231	323	0	0	0	0	0	0	0	0	0	0	0
CELF1	32.588235	403	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0
CCDC91	32.588235	146	0	0	0	0	124	178	106	0	0	0	0	0	0	0	0	0	0
ZNF121	32.529412	177	0	0	0	0	89	133	154	0	0	0	0	0	0	0	0	0	0
ZFYVE26	32.529412	0	0	0	0	0	155	187	211	0	0	0	0	0	0	0	0	0	0
SLTM	32.529412	197	0	0	0	0	0	197	159	0	0	0	0	0	0	0	0	0	0
SLC39A6	32.529412	130	0	0	0	0	95	173	155	0	0	0	0	0	0	0	0	0	0
SERTAD3	32.529412	87	0	0	0	0	96	239	131	0	0	0	0	0	0	0	0	0	0
RHBDD3	32.529412	126	0	0	0	0	0	138	289	0	0	0	0	0	0	0	0	0	0
GJA10	32.529412	0	0	0	0	0	210	343	0	0	0	0	0	0	0	0	0	0	0
EWSR1	32.529412	126	0	0	0	0	0	138	289	0	0	0	0	0	0	0	0	0	0
CS	32.529412	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	160	0
AKT2	32.529412	0	0	0	0	0	0	173	130	0	0	250	0	0	0	0	0	0	0
RNF19A	32.470588	137	0	0	0	0	75	152	188	0	0	0	0	0	0	0	0	0	0
PGBD5	32.470588	0	0	0	0	0	254	298	0	0	0	0	0	0	0	0	0	0	0
NBPF12	32.470588	399	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0
IRF2BPL	32.470588	145	0	0	0	0	100	137	170	0	0	0	0	0	0	0	0	0	0
GRM2	32.470588	0	0	0	0	0	242	310	0	0	0	0	0	0	0	0	0	0	0
CAMTA2	32.470588	192	0	0	0	0	0	107	183	0	0	0	0	0	0	0	0	70	0
RNF43	32.411765	0	0	0	0	0	119	120	312	0	0	0	0	0	0	0	0	0	0
KAT8	32.411765	270	0	0	0	0	0	165	116	0	0	0	0	0	0	0	0	0	0
ITGB1BP1	32.411765	141	0	0	0	0	106	160	144	0	0	0	0	0	0	0	0	0	0
FAM8A1	32.411765	0	0	0	0	0	166	217	168	0	0	0	0	0	0	0	0	0	0
FAM161B	32.411765	117	0	0	0	0	106	180	148	0	0	0	0	0	0	0	0	0	0
DEDD	32.411765	150	0	0	0	0	101	133	167	0	0	0	0	0	0	0	0	0	0
