Target_genes	HMGB2|Average	SRX2765965|HUVEC	SRX1993515|IMR-90	SRX1993516|IMR-90	SRX2765967|Lung_fibroblasts	SRX2765968|Lung_fibroblasts	STRING
MUC1	28.800000	69	0	0	75	0	0
MTR	28.800000	144	0	0	0	0	0
MRPL55	28.800000	144	0	0	0	0	0
MRAS	28.800000	144	0	0	0	0	0
MLF1	28.800000	144	0	0	0	0	0
LEKR1	28.800000	144	0	0	0	0	0
KMT5B	28.800000	144	0	0	0	0	0
KIN	28.800000	144	0	0	0	0	0
INAFM2	28.800000	144	0	0	0	0	0
FUBP3	28.800000	144	0	0	0	0	0
ERCC6L2	28.800000	144	0	0	0	0	0
DPH3	28.800000	144	0	0	0	0	0
DHCR24	28.800000	144	0	0	0	0	0
DESI2	28.800000	144	0	0	0	0	0
DCAF5	28.800000	144	0	0	0	0	0
CYB5B	28.800000	144	0	0	0	0	0
CDC16	28.800000	144	0	0	0	0	0
BORCS8	28.800000	144	0	0	0	0	0
ATP5MD	28.800000	144	0	0	0	0	0
ATP5F1C	28.800000	144	0	0	0	0	0
ADAMTS6	28.800000	144	0	0	0	0	0
SNAPC1	28.600000	143	0	0	0	0	0
SETMAR	28.600000	143	0	0	0	0	0
RRN3	28.600000	143	0	0	0	0	0
RAVER2	28.600000	143	0	0	0	0	0
PAWR	28.600000	143	0	0	0	0	0
PACC1	28.600000	143	0	0	0	0	0
NEGR1	28.600000	143	0	0	0	0	0
MRPL54	28.600000	143	0	0	0	0	0
MIPOL1	28.600000	143	0	0	0	0	0
MFSD8	28.600000	143	0	0	0	0	0
MARCHF7	28.600000	143	0	0	0	0	0
LAP3	28.600000	143	0	0	0	0	0
KIZ	28.600000	143	0	0	0	0	0
KIF1B	28.600000	143	0	0	0	0	0
HS3ST1	28.600000	143	0	0	0	0	0
HLA-C	28.600000	143	0	0	0	0	0
GCLC	28.600000	143	0	0	0	0	0
EXOC6	28.600000	143	0	0	0	0	0
ETFA	28.600000	143	0	0	0	0	0
ELOA	28.600000	143	0	0	0	0	0
ECHS1	28.600000	143	0	0	0	0	0
DIPK2A	28.600000	143	0	0	0	0	0
CNOT1	28.600000	143	0	0	0	0	0
CGAS	28.600000	143	0	0	0	0	0
CEP192	28.600000	143	0	0	0	0	0
CENPA	28.600000	143	0	0	0	0	0
CASC3	28.600000	143	0	0	0	0	0
ARHGAP19	28.600000	143	0	0	0	0	0
APBA3	28.600000	143	0	0	0	0	0
ABHD18	28.600000	143	0	0	0	0	0
ZNF628	28.400000	142	0	0	0	0	0
ZNF398	28.400000	142	0	0	0	0	0
USP17L5	28.400000	0	0	142	0	0	0
USP17L30	28.400000	0	0	142	0	0	0
USP17L29	28.400000	0	0	142	0	0	0
USP17L28	28.400000	0	0	142	0	0	0
USP17L27	28.400000	0	0	142	0	0	0
USP17L26	28.400000	0	0	142	0	0	0
USP17L25	28.400000	0	0	142	0	0	0
USP17L24	28.400000	0	0	142	0	0	0
ST20-MTHFS	28.400000	142	0	0	0	0	0
SNU13	28.400000	142	0	0	0	0	0
SMYD2	28.400000	142	0	0	0	0	0
SAP30BP	28.400000	142	0	0	0	0	0
RNF111	28.400000	142	0	0	0	0	0
RECQL5	28.400000	142	0	0	0	0	0
RAD18	28.400000	142	0	0	0	0	0
RAB6A	28.400000	142	0	0	0	0	0
PRR12	28.400000	142	0	0	0	0	0
PIGBOS1	28.400000	142	0	0	0	0	0
PIGB	28.400000	142	0	0	0	0	0
PHLDB2	28.400000	142	0	0	0	0	0
PFDN2	28.400000	142	0	0	0	0	0
OR9Q1	28.400000	142	0	0	0	0	0
NOCT	28.400000	142	0	0	0	0	0
NIT1	28.400000	142	0	0	0	0	0
NDUFS1	28.400000	142	0	0	0	0	0
NDUFA2	28.400000	142	0	0	0	0	0
NAB1	28.400000	142	0	0	0	0	0
MTHFS	28.400000	142	0	0	0	0	0
MIGA2	28.400000	142	0	0	0	0	0
LMLN	28.400000	142	0	0	0	0	0
KLF2	28.400000	142	0	0	0	0	0
KANSL2	28.400000	142	0	0	0	0	0
IK	28.400000	142	0	0	0	0	0
GSTK1	28.400000	142	0	0	0	0	0
FSTL1	28.400000	142	0	0	0	0	0
FAM234A	28.400000	142	0	0	0	0	0
EFR3A	28.400000	142	0	0	0	0	0
EEF1B2	28.400000	142	0	0	0	0	0
DMXL1	28.400000	142	0	0	0	0	0
DKC1	28.400000	142	0	0	0	0	0
COX5B	28.400000	142	0	0	0	0	0
CEP85L	28.400000	142	0	0	0	0	0
CEP41	28.400000	142	0	0	0	0	0
CDK4	28.400000	142	0	0	0	0	0
CCDC6	28.400000	142	0	0	0	0	0
CCDC42	28.400000	142	0	0	0	0	0
BPNT2	28.400000	142	0	0	0	0	0
ATXN7L3B	28.400000	142	0	0	0	0	0
ARPC1A	28.400000	142	0	0	0	0	0
ARMC1	28.400000	142	0	0	0	0	0
ACTR3B	28.400000	142	0	0	0	0	0
ZNF827	28.200000	141	0	0	0	0	0
ZNF772	28.200000	141	0	0	0	0	0
ZNF573	28.200000	141	0	0	0	0	0
ZBTB24	28.200000	141	0	0	0	0	0
TUT4	28.200000	141	0	0	0	0	0
TTC3	28.200000	141	0	0	0	0	0
TBC1D12	28.200000	141	0	0	0	0	0
SVBP	28.200000	141	0	0	0	0	0
STYK1	28.200000	141	0	0	0	0	0
SPECC1L	28.200000	141	0	0	0	0	0
SP2	28.200000	141	0	0	0	0	0
SNAPIN	28.200000	141	0	0	0	0	0
SMAD9	28.200000	141	0	0	0	0	0
SETD5	28.200000	141	0	0	0	0	0
SESN2	28.200000	141	0	0	0	0	0
SCMH1	28.200000	141	0	0	0	0	0
RIN2	28.200000	141	0	0	0	0	0
RBM42	28.200000	141	0	0	0	0	0
RAPH1	28.200000	141	0	0	0	0	0
RAD23B	28.200000	141	0	0	0	0	0
PPP2R1B	28.200000	141	0	0	0	0	0
PLCL2	28.200000	141	0	0	0	0	0
PLAC8	28.200000	141	0	0	0	0	0
PISD	28.200000	141	0	0	0	0	0
PIGP	28.200000	141	0	0	0	0	0
PCMTD2	28.200000	141	0	0	0	0	0
NDUFC1	28.200000	141	0	0	0	0	0
NAA15	28.200000	141	0	0	0	0	0
MRPL16	28.200000	141	0	0	0	0	0
MMP7	28.200000	141	0	0	0	0	0
MCM6	28.200000	141	0	0	0	0	0
MAGEF1	28.200000	141	0	0	0	0	0
LACTB	28.200000	141	0	0	0	0	0
KNSTRN	28.200000	141	0	0	0	0	0
HIVEP1	28.200000	141	0	0	0	0	0
HACD3	28.200000	141	0	0	0	0	0
GSTO2	28.200000	141	0	0	0	0	0
GM2A	28.200000	141	0	0	0	0	0
FCHSD2	28.200000	141	0	0	0	0	0
FBXL3	28.200000	141	0	0	0	0	0
ERMAP	28.200000	141	0	0	0	0	0
EIF2AK3	28.200000	141	0	0	0	0	0
EID3	28.200000	141	0	0	0	0	0
DNAJC15	28.200000	141	0	0	0	0	0
CRTAP	28.200000	141	0	0	0	0	0
COA3	28.200000	141	0	0	0	0	0
CNTD1	28.200000	141	0	0	0	0	0
CLOCK	28.200000	141	0	0	0	0	0
CLCN3	28.200000	141	0	0	0	0	0
CCNT1	28.200000	141	0	0	0	0	0
CCNL1	28.200000	141	0	0	0	0	0
CAPN7	28.200000	141	0	0	0	0	0
ATOX1	28.200000	141	0	0	0	0	0
ARL17B	28.200000	141	0	0	0	0	0
ARL17A	28.200000	141	0	0	0	0	0
ALG1L	28.200000	141	0	0	0	0	0
ZNF778	28.000000	140	0	0	0	0	0
ZNF700	28.000000	140	0	0	0	0	0
ZNF606	28.000000	140	0	0	0	0	0
ZNF169	28.000000	140	0	0	0	0	0
VRK1	28.000000	140	0	0	0	0	0
UBTD1	28.000000	140	0	0	0	0	0
TRMT6	28.000000	140	0	0	0	0	0
TMEM196	28.000000	140	0	0	0	0	0
THBS1	28.000000	140	0	0	0	0	0
TCP11	28.000000	140	0	0	0	0	0
SYCE2	28.000000	0	0	0	140	0	0
SSB	28.000000	140	0	0	0	0	0
SH3D19	28.000000	140	0	0	0	0	0
SCARB2	28.000000	140	0	0	0	0	0
RPL27	28.000000	140	0	0	0	0	0
RPAP3	28.000000	140	0	0	0	0	0
RNF139	28.000000	140	0	0	0	0	0
RFC5	28.000000	140	0	0	0	0	0
RABL3	28.000000	140	0	0	0	0	0
PUS7L	28.000000	140	0	0	0	0	0
PTPDC1	28.000000	140	0	0	0	0	0
PRRC1	28.000000	140	0	0	0	0	0
PRKAA2	28.000000	140	0	0	0	0	0
PDE3B	28.000000	140	0	0	0	0	0
PANK2	28.000000	140	0	0	0	0	0
NKAIN2	28.000000	140	0	0	0	0	0
NIPAL1	28.000000	140	0	0	0	0	0
NEK9	28.000000	140	0	0	0	0	0
MYBL1	28.000000	140	0	0	0	0	0
MMS19	28.000000	140	0	0	0	0	0
MCM8	28.000000	140	0	0	0	0	0
MARK1	28.000000	140	0	0	0	0	0
MAGI2	28.000000	140	0	0	0	0	0
LIG4	28.000000	140	0	0	0	0	0
LAMTOR5	28.000000	140	0	0	0	0	0
IRAK4	28.000000	140	0	0	0	0	0
HLA-F	28.000000	140	0	0	0	0	0
HLA-A	28.000000	140	0	0	0	0	0
GTF2E1	28.000000	140	0	0	0	0	0
GPR180	28.000000	140	0	0	0	0	0
FOXN2	28.000000	140	0	0	0	0	0
FAM47E	28.000000	140	0	0	0	0	0
EPN2	28.000000	140	0	0	0	0	0
EPHA5	28.000000	140	0	0	0	0	0
EDN1	28.000000	140	0	0	0	0	0
CNGA1	28.000000	140	0	0	0	0	0
CDK12	28.000000	140	0	0	0	0	0
CD200	28.000000	140	0	0	0	0	0
C6orf136	28.000000	140	0	0	0	0	0
ATP6V1B2	28.000000	140	0	0	0	0	0
ARF6	28.000000	140	0	0	0	0	0
AP5Z1	28.000000	140	0	0	0	0	0
ABHD13	28.000000	140	0	0	0	0	0
ZNF852	27.800000	139	0	0	0	0	0
ZNF354A	27.800000	139	0	0	0	0	0
ZNF224	27.800000	139	0	0	0	0	0
XKR6	27.800000	139	0	0	0	0	0
UNC5C	27.800000	139	0	0	0	0	0
TUBG1	27.800000	139	0	0	0	0	0
TRAIP	27.800000	139	0	0	0	0	0
TMEM94	27.800000	139	0	0	0	0	0
TDRKH	27.800000	139	0	0	0	0	0
TCOF1	27.800000	139	0	0	0	0	0
TBL1XR1	27.800000	139	0	0	0	0	0
SQLE	27.800000	139	0	0	0	0	0
SF3A1	27.800000	139	0	0	0	0	0
SETBP1	27.800000	139	0	0	0	0	0
SASH1	27.800000	139	0	0	0	0	0
RSL1D1	27.800000	139	0	0	0	0	0
RORA	27.800000	139	0	0	0	0	0
RNMT	27.800000	139	0	0	0	0	0
RFX5	27.800000	139	0	0	0	0	0
REXO5	27.800000	139	0	0	0	0	0
REXO4	27.800000	139	0	0	0	0	0
RETREG3	27.800000	139	0	0	0	0	0
RASSF4	27.800000	139	0	0	0	0	0
PTX3	27.800000	139	0	0	0	0	0
PTPN14	27.800000	139	0	0	0	0	0
PSMC5	27.800000	139	0	0	0	0	0
PHLPP1	27.800000	139	0	0	0	0	0
PEX5	27.800000	139	0	0	0	0	0
PACSIN2	27.800000	139	0	0	0	0	0
NEMF	27.800000	139	0	0	0	0	0
NADK2	27.800000	139	0	0	0	0	0
MRPL22	27.800000	139	0	0	0	0	0
MCC	27.800000	139	0	0	0	0	0
MAN1A2	27.800000	139	0	0	0	0	0
MACO1	27.800000	139	0	0	0	0	0
L2HGDH	27.800000	139	0	0	0	0	0
IRAK2	27.800000	139	0	0	0	0	0
INTU	27.800000	139	0	0	0	0	0
HSD17B11	27.800000	139	0	0	0	0	0
HHEX	27.800000	139	0	0	0	0	0
HARBI1	27.800000	139	0	0	0	0	0
FTSJ3	27.800000	139	0	0	0	0	0
FAM81A	27.800000	139	0	0	0	0	0
FAM210A	27.800000	139	0	0	0	0	0
ERI2	27.800000	139	0	0	0	0	0
ERCC4	27.800000	139	0	0	0	0	0
EPRS1	27.800000	139	0	0	0	0	0
ELAC2	27.800000	139	0	0	0	0	0
DMAC2L	27.800000	139	0	0	0	0	0
DCAF12	27.800000	139	0	0	0	0	0
CD109	27.800000	139	0	0	0	0	0
CCDC157	27.800000	139	0	0	0	0	0
C21orf91	27.800000	139	0	0	0	0	0
C11orf49	27.800000	139	0	0	0	0	0
BBS2	27.800000	139	0	0	0	0	0
ATG13	27.800000	139	0	0	0	0	0
ZNF488	27.600000	138	0	0	0	0	0
ZBBX	27.600000	138	0	0	0	0	0
YY1AP1	27.600000	138	0	0	0	0	0
TYMSOS	27.600000	138	0	0	0	0	0
TYMS	27.600000	138	0	0	0	0	0
TSHR	27.600000	138	0	0	0	0	0
TOM1L2	27.600000	138	0	0	0	0	0
TOM1	27.600000	138	0	0	0	0	0
TMEM255B	27.600000	138	0	0	0	0	0
SMAD1	27.600000	138	0	0	0	0	0
SENP8	27.600000	138	0	0	0	0	0
SEC61A2	27.600000	138	0	0	0	0	0
RPS16	27.600000	138	0	0	0	0	0
RAB6C	27.600000	138	0	0	0	0	0
PAM16	27.600000	138	0	0	0	0	0
PAFAH1B2	27.600000	138	0	0	0	0	0
OXSR1	27.600000	138	0	0	0	0	0
NPTN	27.600000	138	0	0	0	0	0
NID2	27.600000	138	0	0	0	0	0
MYO9A	27.600000	138	0	0	0	0	0
MCUB	27.600000	138	0	0	0	0	0
LRP2BP	27.600000	138	0	0	0	0	0
LCMT2	27.600000	138	0	0	0	0	0
KIF21A	27.600000	138	0	0	0	0	0
JARID2	27.600000	138	0	0	0	0	0
HAX1	27.600000	138	0	0	0	0	0
FSTL5	27.600000	138	0	0	0	0	0
FHIT	27.600000	138	0	0	0	0	0
FDFT1	27.600000	138	0	0	0	0	0
FBXO34	27.600000	138	0	0	0	0	0
EPG5	27.600000	138	0	0	0	0	0
EFCAB6	27.600000	138	0	0	0	0	0
DYNLRB1	27.600000	138	0	0	0	0	0
DRC3	27.600000	138	0	0	0	0	0
DDX49	27.600000	138	0	0	0	0	0
DAP3	27.600000	138	0	0	0	0	0
CYP20A1	27.600000	138	0	0	0	0	0
COX6C	27.600000	138	0	0	0	0	0
COPE	27.600000	138	0	0	0	0	0
CHCHD2	27.600000	138	0	0	0	0	0
CCDC186	27.600000	138	0	0	0	0	0
BNIP2	27.600000	138	0	0	0	0	0
ATP2B1	27.600000	138	0	0	0	0	0
ATG14	27.600000	138	0	0	0	0	0
ASH1L	27.600000	138	0	0	0	0	0
ANKRD37	27.600000	138	0	0	0	0	0
ANKEF1	27.600000	138	0	0	0	0	0
AMMECR1	27.600000	138	0	0	0	0	0
ADAL	27.600000	138	0	0	0	0	0
ABRACL	27.600000	138	0	0	0	0	0
ABCD2	27.600000	138	0	0	0	0	0
ZNF547	27.400000	137	0	0	0	0	0
ZNF329	27.400000	137	0	0	0	0	0
ZNF311	27.400000	137	0	0	0	0	0
ZFAND4	27.400000	137	0	0	0	0	0
ZEB1	27.400000	137	0	0	0	0	0
UBE2S	27.400000	137	0	0	0	0	0
TRAPPC2B	27.400000	137	0	0	0	0	0
TFCP2	27.400000	137	0	0	0	0	0
TESK2	27.400000	137	0	0	0	0	0
SRRM1	27.400000	137	0	0	0	0	0
SPOP	27.400000	137	0	0	0	0	0
SMC5	27.400000	137	0	0	0	0	0
SLFN5	27.400000	137	0	0	0	0	0
SLC35G2	27.400000	137	0	0	0	0	0
SFSWAP	27.400000	137	0	0	0	0	0
RCAN1	27.400000	137	0	0	0	0	0
POLQ	27.400000	137	0	0	0	0	0
PLEKHF2	27.400000	137	0	0	0	0	0
PLEKHB2	27.400000	137	0	0	0	0	0
PLAUR	27.400000	137	0	0	0	0	0
OLFML3	27.400000	137	0	0	0	0	0
NFATC4	27.400000	137	0	0	0	0	0
NDEL1	27.400000	137	0	0	0	0	0
MSANTD2	27.400000	137	0	0	0	0	0
MRM3	27.400000	137	0	0	0	0	0
MAN2C1	27.400000	137	0	0	0	0	0
LRPPRC	27.400000	137	0	0	0	0	0
KCTD14	27.400000	137	0	0	0	0	0
HERC1	27.400000	137	0	0	0	0	0
GLOD4	27.400000	137	0	0	0	0	0
GGACT	27.400000	137	0	0	0	0	0
EXOSC8	27.400000	137	0	0	0	0	0
EDC3	27.400000	137	0	0	0	0	0
DUS2	27.400000	137	0	0	0	0	0
DNAI3	27.400000	137	0	0	0	0	0
DHX30	27.400000	137	0	0	0	0	0
DDX28	27.400000	137	0	0	0	0	0
CYTH1	27.400000	137	0	0	0	0	0
CDK11A	27.400000	137	0	0	0	0	0
CACNG2	27.400000	137	0	0	0	0	0
BCDIN3D	27.400000	137	0	0	0	0	0
BAZ2A	27.400000	137	0	0	0	0	0
ALG5	27.400000	137	0	0	0	0	0
ACAD9	27.400000	137	0	0	0	0	0
ABCB8	27.400000	137	0	0	0	0	0
ZNF440	27.200000	136	0	0	0	0	0
ZNF25	27.200000	136	0	0	0	0	0
VPS26A	27.200000	136	0	0	0	0	0
TRPC4AP	27.200000	136	0	0	0	0	0
TP53BP1	27.200000	136	0	0	0	0	0
TMEM245	27.200000	136	0	0	0	0	0
TMCO4	27.200000	0	0	0	0	136	0
TLCD1	27.200000	136	0	0	0	0	0
TBL3	27.200000	136	0	0	0	0	0
STYX	27.200000	136	0	0	0	0	0
SRP19	27.200000	136	0	0	0	0	0
SNX24	27.200000	136	0	0	0	0	0
SLX4	27.200000	136	0	0	0	0	0
SEPTIN11	27.200000	136	0	0	0	0	0
SENP5	27.200000	136	0	0	0	0	0
RRM1	27.200000	136	0	0	0	0	0
RAB37	27.200000	136	0	0	0	0	0
PTPRD	27.200000	136	0	0	0	0	0
PRELID3B	27.200000	136	0	0	0	0	0
POLI	27.200000	136	0	0	0	0	0
PDK1	27.200000	136	0	0	0	0	0
PACRGL	27.200000	136	0	0	0	0	0
MARCHF6	27.200000	136	0	0	0	0	0
KLHDC10	27.200000	136	0	0	0	0	0
JMJD7-PLA2G4B	27.200000	136	0	0	0	0	0
JMJD7	27.200000	136	0	0	0	0	0
JAK1	27.200000	136	0	0	0	0	0
IFT88	27.200000	136	0	0	0	0	0
HOXA4	27.200000	136	0	0	0	0	0
GMPPA	27.200000	136	0	0	0	0	0
FAM162B	27.200000	136	0	0	0	0	0
FAM120C	27.200000	136	0	0	0	0	0
CNOT8	27.200000	136	0	0	0	0	0
CIT	27.200000	136	0	0	0	0	0
CHMP2A	27.200000	136	0	0	0	0	0
CHD7	27.200000	136	0	0	0	0	0
CFAP36	27.200000	136	0	0	0	0	0
CDKN2A	27.200000	136	0	0	0	0	0
CDC5L	27.200000	136	0	0	0	0	0
C1orf74	27.200000	136	0	0	0	0	0
BICD2	27.200000	136	0	0	0	0	0
B3GNT5	27.200000	136	0	0	0	0	0
ARFGAP2	27.200000	136	0	0	0	0	0
AHCTF1	27.200000	136	0	0	0	0	0
AGTPBP1	27.200000	136	0	0	0	0	0
ACYP1	27.200000	136	0	0	0	0	0
ACVR1C	27.200000	136	0	0	0	0	0
ACSL3	27.200000	136	0	0	0	0	0
ABCA5	27.200000	136	0	0	0	0	0
ZNF668	27.000000	135	0	0	0	0	0
ZNF646	27.000000	135	0	0	0	0	0
ZNF619	27.000000	135	0	0	0	0	0
ZNF143	27.000000	135	0	0	0	0	0
ZKSCAN1	27.000000	135	0	0	0	0	0
YWHAG	27.000000	135	0	0	0	0	0
VPS33A	27.000000	135	0	0	0	0	0
VPS13A	27.000000	135	0	0	0	0	0
TULP3	27.000000	135	0	0	0	0	0
TOP2B	27.000000	135	0	0	0	0	0
TMEM192	27.000000	135	0	0	0	0	0
TMEM18	27.000000	135	0	0	0	0	0
TMEM123	27.000000	135	0	0	0	0	0
TMED8	27.000000	135	0	0	0	0	0
TET3	27.000000	135	0	0	0	0	0
TAF3	27.000000	135	0	0	0	0	0
SUOX	27.000000	135	0	0	0	0	0
SOX4	27.000000	135	0	0	0	0	0
SMYD5	27.000000	135	0	0	0	0	0
SFXN1	27.000000	135	0	0	0	0	0
SBF2	27.000000	135	0	0	0	0	0
SAMD15	27.000000	135	0	0	0	0	0
RSRC1	27.000000	135	0	0	0	0	0
RPTOR	27.000000	135	0	0	0	0	0
RPLP0	27.000000	135	0	0	0	0	0
RNF150	27.000000	135	0	0	0	0	0
RNF145	27.000000	135	0	0	0	0	0
RFT1	27.000000	135	0	0	0	0	0
PPP1R3B	27.000000	135	0	0	0	0	0
PPM1G	27.000000	135	0	0	0	0	0
PHF11	27.000000	135	0	0	0	0	0
NUP214	27.000000	135	0	0	0	0	0
NRG1	27.000000	135	0	0	0	0	0
NLRX1	27.000000	135	0	0	0	0	0
NBR1	27.000000	135	0	0	0	0	0
MTHFD1L	27.000000	135	0	0	0	0	0
MPI	27.000000	135	0	0	0	0	0
MINDY2	27.000000	135	0	0	0	0	0
METAP1	27.000000	135	0	0	0	0	0
MAP2K4	27.000000	135	0	0	0	0	0
KCNK2	27.000000	135	0	0	0	0	0
IBTK	27.000000	135	0	0	0	0	0
GPR135	27.000000	135	0	0	0	0	0
GNPNAT1	27.000000	135	0	0	0	0	0
GFPT1	27.000000	135	0	0	0	0	0
FBXO5	27.000000	135	0	0	0	0	0
FANCI	27.000000	135	0	0	0	0	0
DEK	27.000000	135	0	0	0	0	0
DCBLD2	27.000000	135	0	0	0	0	0
CEP43	27.000000	135	0	0	0	0	0
CATSPERE	27.000000	135	0	0	0	0	0
BROX	27.000000	135	0	0	0	0	0
BCL2L13	27.000000	135	0	0	0	0	0
BCL10	27.000000	135	0	0	0	0	0
ARGLU1	27.000000	135	0	0	0	0	0
AOPEP	27.000000	135	0	0	0	0	0
AIDA	27.000000	135	0	0	0	0	0
ZNF417	26.800000	134	0	0	0	0	0
ZBTB44	26.800000	134	0	0	0	0	0
ZBTB10	26.800000	134	0	0	0	0	0
XBP1	26.800000	134	0	0	0	0	0
UBAP2	26.800000	134	0	0	0	0	0
TXNL1	26.800000	134	0	0	0	0	0
TRIM36	26.800000	134	0	0	0	0	0
TMX1	26.800000	134	0	0	0	0	0
TMEM67	26.800000	134	0	0	0	0	0
THEM4	26.800000	134	0	0	0	0	0
SRRD	26.800000	134	0	0	0	0	0
SPATA18	26.800000	134	0	0	0	0	0
SPATA13	26.800000	134	0	0	0	0	0
SMIM14	26.800000	134	0	0	0	0	0
SIRPB2	26.800000	134	0	0	0	0	0
SCP2	26.800000	134	0	0	0	0	0
RAB4A	26.800000	134	0	0	0	0	0
PTPRM	26.800000	134	0	0	0	0	0
PDE4C	26.800000	134	0	0	0	0	0
PCDHGC3	26.800000	134	0	0	0	0	0
OSTF1	26.800000	134	0	0	0	0	0
NMRK1	26.800000	134	0	0	0	0	0
MPHOSPH8	26.800000	134	0	0	0	0	0
MOB3B	26.800000	134	0	0	0	0	0
METTL2B	26.800000	134	0	0	0	0	0
LRRC58	26.800000	134	0	0	0	0	0
LNPK	26.800000	134	0	0	0	0	0
KRBOX4	26.800000	134	0	0	0	0	0
KMT2B	26.800000	134	0	0	0	0	0
JUP	26.800000	134	0	0	0	0	0
IFT22	26.800000	134	0	0	0	0	0
HSP90B1	26.800000	134	0	0	0	0	0
HPS4	26.800000	134	0	0	0	0	0
GARS1	26.800000	134	0	0	0	0	0
ERRFI1	26.800000	134	0	0	0	0	0
DAPK1	26.800000	134	0	0	0	0	0
CLGN	26.800000	134	0	0	0	0	0
ADNP2	26.800000	134	0	0	0	0	0
ZNF850	26.600000	133	0	0	0	0	0
YWHAZ	26.600000	133	0	0	0	0	0
USP32	26.600000	133	0	0	0	0	0
UBB	26.600000	133	0	0	0	0	0
TRIM45	26.600000	133	0	0	0	0	0
TCERG1	26.600000	133	0	0	0	0	0
TBCE	26.600000	133	0	0	0	0	0
STIM2	26.600000	133	0	0	0	0	0
SPTLC1	26.600000	133	0	0	0	0	0
SPATA12	26.600000	133	0	0	0	0	0
SMDT1	26.600000	0	0	0	133	0	0
SHROOM1	26.600000	133	0	0	0	0	0
SEMA6D	26.600000	133	0	0	0	0	0
SAMD12	26.600000	133	0	0	0	0	0
RUVBL2	26.600000	133	0	0	0	0	0
RPL36A-HNRNPH2	26.600000	133	0	0	0	0	0
RPL36A	26.600000	133	0	0	0	0	0
REEP5	26.600000	133	0	0	0	0	0
RAB8B	26.600000	133	0	0	0	0	0
PPP4R3A	26.600000	133	0	0	0	0	0
PPIL2	26.600000	133	0	0	0	0	0
PLXDC2	26.600000	0	0	0	133	0	0
PEX11B	26.600000	133	0	0	0	0	0
PDIA3	26.600000	133	0	0	0	0	0
NCBP3	26.600000	133	0	0	0	0	0
NAGPA	26.600000	133	0	0	0	0	0
LRRFIP2	26.600000	133	0	0	0	0	0
INAFM1	26.600000	133	0	0	0	0	0
HM13	26.600000	133	0	0	0	0	0
HERC5	26.600000	133	0	0	0	0	0
HDAC2	26.600000	133	0	0	0	0	0
GYS1	26.600000	133	0	0	0	0	0
GNS	26.600000	133	0	0	0	0	0
FIGN	26.600000	133	0	0	0	0	0
FGD4	26.600000	133	0	0	0	0	0
FBXW9	26.600000	133	0	0	0	0	0
DTNBP1	26.600000	133	0	0	0	0	0
DHX9	26.600000	133	0	0	0	0	0
COPG2	26.600000	133	0	0	0	0	0
CALHM6	26.600000	133	0	0	0	0	0
BTK	26.600000	133	0	0	0	0	0
BDH1	26.600000	133	0	0	0	0	0
ATXN1	26.600000	133	0	0	0	0	0
ARMC4	26.600000	133	0	0	0	0	0
ARL6IP5	26.600000	133	0	0	0	0	0
ARHGDIB	26.600000	133	0	0	0	0	0
AK2	26.600000	133	0	0	0	0	0
ACAP2	26.600000	133	0	0	0	0	0
ZNF180	26.400000	132	0	0	0	0	0
ZMYND19	26.400000	132	0	0	0	0	0
ZFX	26.400000	132	0	0	0	0	0
UBE4B	26.400000	132	0	0	0	0	0
TRMT61B	26.400000	132	0	0	0	0	0
TERF2IP	26.400000	132	0	0	0	0	0
TCF7L1	26.400000	132	0	0	0	0	0
STK10	26.400000	132	0	0	0	0	0
SPNS1	26.400000	132	0	0	0	0	0
SNX17	26.400000	132	0	0	0	0	0
SLC41A1	26.400000	132	0	0	0	0	0
SLC26A6	26.400000	132	0	0	0	0	0
RYBP	26.400000	132	0	0	0	0	0
RNPEP	26.400000	132	0	0	0	0	0
RIF1	26.400000	132	0	0	0	0	0
PPRC1	26.400000	132	0	0	0	0	0
PPP1CB	26.400000	132	0	0	0	0	0
PPOX	26.400000	132	0	0	0	0	0
PFDN4	26.400000	132	0	0	0	0	0
PDK4	26.400000	132	0	0	0	0	0
PALM2AKAP2	26.400000	132	0	0	0	0	0
NUDT5	26.400000	132	0	0	0	0	0
MTRES1	26.400000	132	0	0	0	0	0
MRPL27	26.400000	132	0	0	0	0	0
MRO	26.400000	132	0	0	0	0	0
MGST1	26.400000	132	0	0	0	0	0
KRAS	26.400000	132	0	0	0	0	0
KLF5	26.400000	132	0	0	0	0	0
KIF3B	26.400000	132	0	0	0	0	0
KDM8	26.400000	132	0	0	0	0	0
KARS1	26.400000	132	0	0	0	0	0
JPT1	26.400000	132	0	0	0	0	0
HSP90AB1	26.400000	132	0	0	0	0	0
HNMT	26.400000	132	0	0	0	0	0
GTF2H5	26.400000	132	0	0	0	0	0
GDF5	26.400000	132	0	0	0	0	0
GALNT1	26.400000	132	0	0	0	0	0
FECH	26.400000	132	0	0	0	0	0
EXPH5	26.400000	132	0	0	0	0	0
EME1	26.400000	132	0	0	0	0	0
EIF2B4	26.400000	132	0	0	0	0	0
DUSP1	26.400000	132	0	0	0	0	0
DCBLD1	26.400000	132	0	0	0	0	0
CNKSR3	26.400000	132	0	0	0	0	0
CHIC2	26.400000	132	0	0	0	0	0
CEP250	26.400000	132	0	0	0	0	0
CENPF	26.400000	132	0	0	0	0	0
CDC123	26.400000	132	0	0	0	0	0
BRD3OS	26.400000	132	0	0	0	0	0
